# Pointwise relative error of two-stream fit to Zheleznyak (1982)
# Generated:  2026-05-05T08:42:07
# Command:    Zheleznyak.py --ngroups 8 --threshold 1E-6 --write-to-file zheleznyak
# ngroups=8,  n_kept=6,  threshold=1.0e-06
# RMS relative error = 0.484 %
# 
# Columns:
#   chi            : reduced path length p_O2*r  [Pa m]
#   rel_error_pct  : |K_twostream - K_zheleznyak| / K_zheleznyak * 100  [%]
#
#                    chi           rel_error_pct
          9.33047036e-02          1.33835143e-01
          9.36762483e-02          1.33079437e-01
          9.40492725e-02          1.32321333e-01
          9.44237821e-02          1.31560828e-01
          9.47997830e-02          1.30797916e-01
          9.51772812e-02          1.30032593e-01
          9.55562826e-02          1.29264854e-01
          9.59367932e-02          1.28494694e-01
          9.63188190e-02          1.27722108e-01
          9.67023660e-02          1.26947092e-01
          9.70874404e-02          1.26169641e-01
          9.74740482e-02          1.25389750e-01
          9.78621954e-02          1.24607415e-01
          9.82518883e-02          1.23822630e-01
          9.86431329e-02          1.23035392e-01
          9.90359355e-02          1.22245696e-01
          9.94303023e-02          1.21453537e-01
          9.98262395e-02          1.20658910e-01
          1.00223753e-01          1.19861812e-01
          1.00622850e-01          1.19062237e-01
          1.01023536e-01          1.18260181e-01
          1.01425817e-01          1.17455639e-01
          1.01829701e-01          1.16648608e-01
          1.02235193e-01          1.15839082e-01
          1.02642299e-01          1.15027057e-01
          1.03051027e-01          1.14212529e-01
          1.03461382e-01          1.13395494e-01
          1.03873371e-01          1.12575947e-01
          1.04287000e-01          1.11753884e-01
          1.04702277e-01          1.10929300e-01
          1.05119208e-01          1.10102191e-01
          1.05537798e-01          1.09272554e-01
          1.05958056e-01          1.08440383e-01
          1.06379987e-01          1.07605676e-01
          1.06803598e-01          1.06768426e-01
          1.07228896e-01          1.05928631e-01
          1.07655888e-01          1.05086287e-01
          1.08084580e-01          1.04241388e-01
          1.08514979e-01          1.03393932e-01
          1.08947092e-01          1.02543914e-01
          1.09380925e-01          1.01691330e-01
          1.09816486e-01          1.00836176e-01
          1.10253782e-01          9.99784491e-02
          1.10692819e-01          9.91181444e-02
          1.11133604e-01          9.82552582e-02
          1.11576144e-01          9.73897869e-02
          1.12020447e-01          9.65217265e-02
          1.12466519e-01          9.56510735e-02
          1.12914367e-01          9.47778239e-02
          1.13363998e-01          9.39019742e-02
          1.13815420e-01          9.30235207e-02
          1.14268640e-01          9.21424598e-02
          1.14723664e-01          9.12587879e-02
          1.15180500e-01          9.03725015e-02
          1.15639156e-01          8.94835970e-02
          1.16099637e-01          8.85920710e-02
          1.16561953e-01          8.76979201e-02
          1.17026109e-01          8.68011408e-02
          1.17492114e-01          8.59017299e-02
          1.17959974e-01          8.49996839e-02
          1.18429698e-01          8.40949997e-02
          1.18901291e-01          8.31876739e-02
          1.19374763e-01          8.22777035e-02
          1.19850120e-01          8.13650852e-02
          1.20327370e-01          8.04498160e-02
          1.20806521e-01          7.95318927e-02
          1.21287579e-01          7.86113124e-02
          1.21770553e-01          7.76880720e-02
          1.22255451e-01          7.67621687e-02
          1.22742279e-01          7.58335995e-02
          1.23231046e-01          7.49023616e-02
          1.23721759e-01          7.39684522e-02
          1.24214426e-01          7.30318686e-02
          1.24709055e-01          7.20926080e-02
          1.25205654e-01          7.11506678e-02
          1.25704230e-01          7.02060453e-02
          1.26204791e-01          6.92587381e-02
          1.26707346e-01          6.83087436e-02
          1.27211902e-01          6.73560593e-02
          1.27718467e-01          6.64006829e-02
          1.28227049e-01          6.54426120e-02
          1.28737657e-01          6.44818442e-02
          1.29250297e-01          6.35183773e-02
          1.29764979e-01          6.25522092e-02
          1.30281711e-01          6.15833377e-02
          1.30800500e-01          6.06117606e-02
          1.31321355e-01          5.96374760e-02
          1.31844284e-01          5.86604818e-02
          1.32369296e-01          5.76807762e-02
          1.32896398e-01          5.66983573e-02
          1.33425599e-01          5.57132233e-02
          1.33956908e-01          5.47253724e-02
          1.34490332e-01          5.37348029e-02
          1.35025880e-01          5.27415132e-02
          1.35563561e-01          5.17455018e-02
          1.36103382e-01          5.07467671e-02
          1.36645354e-01          4.97453077e-02
          1.37189484e-01          4.87411222e-02
          1.37735780e-01          4.77342093e-02
          1.38284252e-01          4.67245677e-02
          1.38834908e-01          4.57121962e-02
          1.39387756e-01          4.46970938e-02
          1.39942806e-01          4.36792593e-02
          1.40500066e-01          4.26586918e-02
          1.41059546e-01          4.16353904e-02
          1.41621253e-01          4.06093541e-02
          1.42185197e-01          3.95805823e-02
          1.42751386e-01          3.85490741e-02
          1.43319831e-01          3.75148290e-02
          1.43890538e-01          3.64778464e-02
          1.44463519e-01          3.54381258e-02
          1.45038781e-01          3.43956668e-02
          1.45616334e-01          3.33504689e-02
          1.46196186e-01          3.23025320e-02
          1.46778348e-01          3.12518559e-02
          1.47362828e-01          3.01984403e-02
          1.47949635e-01          2.91422854e-02
          1.48538779e-01          2.80833910e-02
          1.49130269e-01          2.70217574e-02
          1.49724114e-01          2.59573847e-02
          1.50320324e-01          2.48902731e-02
          1.50918908e-01          2.38204232e-02
          1.51519876e-01          2.27478352e-02
          1.52123237e-01          2.16725096e-02
          1.52729000e-01          2.05944472e-02
          1.53337176e-01          1.95136486e-02
          1.53947773e-01          1.84301146e-02
          1.54560802e-01          1.73438460e-02
          1.55176272e-01          1.62548438e-02
          1.55794193e-01          1.51631091e-02
          1.56414574e-01          1.40686429e-02
          1.57037426e-01          1.29714465e-02
          1.57662758e-01          1.18715211e-02
          1.58290580e-01          1.07688683e-02
          1.58920902e-01          9.66348950e-03
          1.59553734e-01          8.55538627e-03
          1.60189087e-01          7.44456033e-03
          1.60826969e-01          6.33101346e-03
          1.61467391e-01          5.21474754e-03
          1.62110363e-01          4.09576454e-03
          1.62755896e-01          2.97406656e-03
          1.63403999e-01          1.84965577e-03
          1.64054683e-01          7.22534444e-04
          1.64707959e-01          4.07295025e-04
          1.65363835e-01          1.53983015e-03
          1.66022323e-01          2.67506835e-03
          1.66683434e-01          3.81300692e-03
          1.67347177e-01          4.95364306e-03
          1.68013563e-01          6.09697385e-03
          1.68682602e-01          7.24299629e-03
          1.69354306e-01          8.39170725e-03
          1.70028685e-01          9.54310348e-03
          1.70705749e-01          1.06971816e-02
          1.71385509e-01          1.18539382e-02
          1.72067976e-01          1.30133697e-02
          1.72753160e-01          1.41754724e-02
          1.73441073e-01          1.53402425e-02
          1.74131726e-01          1.65076761e-02
          1.74825128e-01          1.76777690e-02
          1.75521292e-01          1.88505173e-02
          1.76220228e-01          2.00259165e-02
          1.76921947e-01          2.12039623e-02
          1.77626460e-01          2.23846501e-02
          1.78333779e-01          2.35679753e-02
          1.79043914e-01          2.47539332e-02
          1.79756877e-01          2.59425187e-02
          1.80472679e-01          2.71337270e-02
          1.81191332e-01          2.83275528e-02
          1.81912846e-01          2.95239908e-02
          1.82637234e-01          3.07230357e-02
          1.83364506e-01          3.19246818e-02
          1.84094674e-01          3.31289236e-02
          1.84827749e-01          3.43357551e-02
          1.85563744e-01          3.55451704e-02
          1.86302669e-01          3.67571635e-02
          1.87044537e-01          3.79717281e-02
          1.87789359e-01          3.91888578e-02
          1.88537147e-01          4.04085461e-02
          1.89287913e-01          4.16307864e-02
          1.90041668e-01          4.28555719e-02
          1.90798425e-01          4.40828956e-02
          1.91558195e-01          4.53127505e-02
          1.92320991e-01          4.65451293e-02
          1.93086824e-01          4.77800246e-02
          1.93855707e-01          4.90174290e-02
          1.94627652e-01          5.02573346e-02
          1.95402670e-01          5.14997338e-02
          1.96180775e-01          5.27446185e-02
          1.96961978e-01          5.39919805e-02
          1.97746292e-01          5.52418116e-02
          1.98533729e-01          5.64941032e-02
          1.99324301e-01          5.77488469e-02
          2.00118022e-01          5.90060337e-02
          2.00914904e-01          6.02656549e-02
          2.01714958e-01          6.15277011e-02
          2.02518199e-01          6.27921633e-02
          2.03324638e-01          6.40590319e-02
          2.04134288e-01          6.53282974e-02
          2.04947163e-01          6.65999499e-02
          2.05763274e-01          6.78739796e-02
          2.06582635e-01          6.91503763e-02
          2.07405259e-01          7.04291297e-02
          2.08231159e-01          7.17102294e-02
          2.09060347e-01          7.29936647e-02
          2.09892837e-01          7.42794248e-02
          2.10728643e-01          7.55674988e-02
          2.11567776e-01          7.68578753e-02
          2.12410251e-01          7.81505432e-02
          2.13256081e-01          7.94454907e-02
          2.14105279e-01          8.07427063e-02
          2.14957858e-01          8.20421779e-02
          2.15813833e-01          8.33438935e-02
          2.16673216e-01          8.46478408e-02
          2.17536021e-01          8.59540073e-02
          2.18402262e-01          8.72623802e-02
          2.19271952e-01          8.85729468e-02
          2.20145106e-01          8.98856940e-02
          2.21021736e-01          9.12006084e-02
          2.21901858e-01          9.25176766e-02
          2.22785483e-01          9.38368850e-02
          2.23672628e-01          9.51582196e-02
          2.24563305e-01          9.64816664e-02
          2.25457529e-01          9.78072111e-02
          2.26355314e-01          9.91348392e-02
          2.27256674e-01          1.00464536e-01
          2.28161623e-01          1.01796287e-01
          2.29070176e-01          1.03130076e-01
          2.29982346e-01          1.04465888e-01
          2.30898149e-01          1.05803709e-01
          2.31817599e-01          1.07143521e-01
          2.32740710e-01          1.08485309e-01
          2.33667496e-01          1.09829057e-01
          2.34597974e-01          1.11174749e-01
          2.35532156e-01          1.12522367e-01
          2.36470059e-01          1.13871894e-01
          2.37411696e-01          1.15223315e-01
          2.38357083e-01          1.16576611e-01
          2.39306235e-01          1.17931764e-01
          2.40259166e-01          1.19288757e-01
          2.41215892e-01          1.20647572e-01
          2.42176427e-01          1.22008191e-01
          2.43140788e-01          1.23370595e-01
          2.44108988e-01          1.24734765e-01
          2.45081044e-01          1.26100682e-01
          2.46056971e-01          1.27468327e-01
          2.47036784e-01          1.28837681e-01
          2.48020499e-01          1.30208723e-01
          2.49008130e-01          1.31581435e-01
          2.49999695e-01          1.32955794e-01
          2.50995208e-01          1.34331782e-01
          2.51994685e-01          1.35709377e-01
          2.52998143e-01          1.37088558e-01
          2.54005596e-01          1.38469304e-01
          2.55017061e-01          1.39851593e-01
          2.56032553e-01          1.41235404e-01
          2.57052090e-01          1.42620714e-01
          2.58075686e-01          1.44007501e-01
          2.59103358e-01          1.45395743e-01
          2.60135122e-01          1.46785417e-01
          2.61170995e-01          1.48176499e-01
          2.62210993e-01          1.49568967e-01
          2.63255132e-01          1.50962795e-01
          2.64303429e-01          1.52357962e-01
          2.65355901e-01          1.53754441e-01
          2.66412563e-01          1.55152209e-01
          2.67473433e-01          1.56551241e-01
          2.68538528e-01          1.57951511e-01
          2.69607864e-01          1.59352995e-01
          2.70681458e-01          1.60755666e-01
          2.71759327e-01          1.62159498e-01
          2.72841488e-01          1.63564466e-01
          2.73927958e-01          1.64970543e-01
          2.75018755e-01          1.66377702e-01
          2.76113896e-01          1.67785915e-01
          2.77213397e-01          1.69195155e-01
          2.78317277e-01          1.70605395e-01
          2.79425552e-01          1.72016606e-01
          2.80538241e-01          1.73428760e-01
          2.81655360e-01          1.74841828e-01
          2.82776928e-01          1.76255782e-01
          2.83902962e-01          1.77670591e-01
          2.85033479e-01          1.79086226e-01
          2.86168499e-01          1.80502657e-01
          2.87308038e-01          1.81919854e-01
          2.88452116e-01          1.83337786e-01
          2.89600748e-01          1.84756423e-01
          2.90753955e-01          1.86175732e-01
          2.91911754e-01          1.87595683e-01
          2.93074163e-01          1.89016244e-01
          2.94241202e-01          1.90437381e-01
          2.95412887e-01          1.91859063e-01
          2.96589238e-01          1.93281256e-01
          2.97770273e-01          1.94703928e-01
          2.98956012e-01          1.96127044e-01
          3.00146472e-01          1.97550571e-01
          3.01341672e-01          1.98974474e-01
          3.02541632e-01          2.00398718e-01
          3.03746370e-01          2.01823270e-01
          3.04955905e-01          2.03248092e-01
          3.06170257e-01          2.04673150e-01
          3.07389445e-01          2.06098407e-01
          3.08613487e-01          2.07523826e-01
          3.09842404e-01          2.08949372e-01
          3.11076214e-01          2.10375007e-01
          3.12314937e-01          2.11800693e-01
          3.13558593e-01          2.13226392e-01
          3.14807202e-01          2.14652066e-01
          3.16060782e-01          2.16077676e-01
          3.17319354e-01          2.17503184e-01
          3.18582938e-01          2.18928549e-01
          3.19851553e-01          2.20353733e-01
          3.21125221e-01          2.21778694e-01
          3.22403960e-01          2.23203392e-01
          3.23687791e-01          2.24627787e-01
          3.24976734e-01          2.26051836e-01
          3.26270810e-01          2.27475499e-01
          3.27570039e-01          2.28898732e-01
          3.28874442e-01          2.30321494e-01
          3.30184039e-01          2.31743741e-01
          3.31498850e-01          2.33165431e-01
          3.32818898e-01          2.34586519e-01
          3.34144202e-01          2.36006961e-01
          3.35474783e-01          2.37426712e-01
          3.36810663e-01          2.38845728e-01
          3.38151862e-01          2.40263964e-01
          3.39498402e-01          2.41681373e-01
          3.40850304e-01          2.43097909e-01
          3.42207590e-01          2.44513526e-01
          3.43570280e-01          2.45928177e-01
          3.44938397e-01          2.47341813e-01
          3.46311961e-01          2.48754388e-01
          3.47690995e-01          2.50165853e-01
          3.49075521e-01          2.51576158e-01
          3.50465559e-01          2.52985256e-01
          3.51861133e-01          2.54393096e-01
          3.53262265e-01          2.55799628e-01
          3.54668975e-01          2.57204801e-01
          3.56081287e-01          2.58608566e-01
          3.57499223e-01          2.60010869e-01
          3.58922806e-01          2.61411660e-01
          3.60352057e-01          2.62810887e-01
          3.61787000e-01          2.64208496e-01
          3.63227656e-01          2.65604434e-01
          3.64674049e-01          2.66998648e-01
          3.66126202e-01          2.68391083e-01
          3.67584138e-01          2.69781686e-01
          3.69047879e-01          2.71170400e-01
          3.70517449e-01          2.72557171e-01
          3.71992871e-01          2.73941943e-01
          3.73474168e-01          2.75324658e-01
          3.74961363e-01          2.76705261e-01
          3.76454481e-01          2.78083694e-01
          3.77953544e-01          2.79459899e-01
          3.79458577e-01          2.80833818e-01
          3.80969603e-01          2.82205392e-01
          3.82486645e-01          2.83574561e-01
          3.84009729e-01          2.84941267e-01
          3.85538878e-01          2.86305448e-01
          3.87074116e-01          2.87667045e-01
          3.88615467e-01          2.89025995e-01
          3.90162956e-01          2.90382238e-01
          3.91716607e-01          2.91735710e-01
          3.93276445e-01          2.93086350e-01
          3.94842495e-01          2.94434095e-01
          3.96414780e-01          2.95778880e-01
          3.97993326e-01          2.97120641e-01
          3.99578159e-01          2.98459314e-01
          4.01169302e-01          2.99794833e-01
          4.02766781e-01          3.01127134e-01
          4.04370621e-01          3.02456149e-01
          4.05980848e-01          3.03781812e-01
          4.07597487e-01          3.05104056e-01
          4.09220564e-01          3.06422814e-01
          4.10850104e-01          3.07738016e-01
          4.12486132e-01          3.09049594e-01
          4.14128676e-01          3.10357479e-01
          4.15777760e-01          3.11661602e-01
          4.17433411e-01          3.12961891e-01
          4.19095655e-01          3.14258276e-01
          4.20764517e-01          3.15550686e-01
          4.22440026e-01          3.16839049e-01
          4.24122206e-01          3.18123292e-01
          4.25811085e-01          3.19403343e-01
          4.27506689e-01          3.20679128e-01
          4.29209045e-01          3.21950572e-01
          4.30918181e-01          3.23217603e-01
          4.32634121e-01          3.24480144e-01
          4.34356895e-01          3.25738120e-01
          4.36086529e-01          3.26991454e-01
          4.37823051e-01          3.28240071e-01
          4.39566487e-01          3.29483892e-01
          4.41316866e-01          3.30722841e-01
          4.43074215e-01          3.31956839e-01
          4.44838562e-01          3.33185806e-01
          4.46609935e-01          3.34409664e-01
          4.48388361e-01          3.35628333e-01
          4.50173869e-01          3.36841732e-01
          4.51966488e-01          3.38049781e-01
          4.53766244e-01          3.39252397e-01
          4.55573167e-01          3.40449498e-01
          4.57387286e-01          3.41641003e-01
          4.59208628e-01          3.42826827e-01
          4.61037223e-01          3.44006886e-01
          4.62873100e-01          3.45181098e-01
          4.64716287e-01          3.46349375e-01
          4.66566814e-01          3.47511634e-01
          4.68424710e-01          3.48667788e-01
          4.70290004e-01          3.49817751e-01
          4.72162725e-01          3.50961435e-01
          4.74042905e-01          3.52098753e-01
          4.75930571e-01          3.53229616e-01
          4.77825753e-01          3.54353936e-01
          4.79728483e-01          3.55471624e-01
          4.81638789e-01          3.56582589e-01
          4.83556702e-01          3.57686740e-01
          4.85482253e-01          3.58783988e-01
          4.87415471e-01          3.59874240e-01
          4.89356387e-01          3.60957404e-01
          4.91305033e-01          3.62033387e-01
          4.93261437e-01          3.63102097e-01
          4.95225633e-01          3.64163439e-01
          4.97197650e-01          3.65217318e-01
          4.99177519e-01          3.66263641e-01
          5.01165273e-01          3.67302311e-01
          5.03160941e-01          3.68333232e-01
          5.05164557e-01          3.69356307e-01
          5.07176151e-01          3.70371440e-01
          5.09195756e-01          3.71378533e-01
          5.11223403e-01          3.72377486e-01
          5.13259123e-01          3.73368202e-01
          5.15302951e-01          3.74350581e-01
          5.17354917e-01          3.75324522e-01
          5.19415054e-01          3.76289926e-01
          5.21483394e-01          3.77246691e-01
          5.23559971e-01          3.78194715e-01
          5.25644817e-01          3.79133896e-01
          5.27737964e-01          3.80064132e-01
          5.29839447e-01          3.80985319e-01
          5.31949298e-01          3.81897352e-01
          5.34067551e-01          3.82800129e-01
          5.36194238e-01          3.83693543e-01
          5.38329395e-01          3.84577489e-01
          5.40473053e-01          3.85451861e-01
          5.42625248e-01          3.86316552e-01
          5.44786013e-01          3.87171456e-01
          5.46955382e-01          3.88016464e-01
          5.49133389e-01          3.88851468e-01
          5.51320070e-01          3.89676359e-01
          5.53515458e-01          3.90491029e-01
          5.55719589e-01          3.91295367e-01
          5.57932496e-01          3.92089262e-01
          5.60154215e-01          3.92872604e-01
          5.62384781e-01          3.93645282e-01
          5.64624230e-01          3.94407183e-01
          5.66872596e-01          3.95158195e-01
          5.69129915e-01          3.95898204e-01
          5.71396223e-01          3.96627098e-01
          5.73671555e-01          3.97344763e-01
          5.75955948e-01          3.98051083e-01
          5.78249438e-01          3.98745944e-01
          5.80552060e-01          3.99429230e-01
          5.82863852e-01          4.00100825e-01
          5.85184849e-01          4.00760612e-01
          5.87515089e-01          4.01408475e-01
          5.89854607e-01          4.02044296e-01
          5.92203442e-01          4.02667957e-01
          5.94561630e-01          4.03279339e-01
          5.96929209e-01          4.03878323e-01
          5.99306215e-01          4.04464791e-01
          6.01692687e-01          4.05038621e-01
          6.04088662e-01          4.05599695e-01
          6.06494177e-01          4.06147890e-01
          6.08909272e-01          4.06683085e-01
          6.11333983e-01          4.07205159e-01
          6.13768350e-01          4.07713990e-01
          6.16212411e-01          4.08209455e-01
          6.18666204e-01          4.08691431e-01
          6.21129769e-01          4.09159794e-01
          6.23603143e-01          4.09614420e-01
          6.26086366e-01          4.10055186e-01
          6.28579478e-01          4.10481966e-01
          6.31082518e-01          4.10894635e-01
          6.33595524e-01          4.11293068e-01
          6.36118538e-01          4.11677138e-01
          6.38651599e-01          4.12046720e-01
          6.41194746e-01          4.12401687e-01
          6.43748020e-01          4.12741911e-01
          6.46311462e-01          4.13067265e-01
          6.48885111e-01          4.13377621e-01
          6.51469009e-01          4.13672852e-01
          6.54063196e-01          4.13952828e-01
          6.56667713e-01          4.14217421e-01
          6.59282601e-01          4.14466501e-01
          6.61907902e-01          4.14699940e-01
          6.64543657e-01          4.14917607e-01
          6.67189908e-01          4.15119372e-01
          6.69846697e-01          4.15305104e-01
          6.72514065e-01          4.15474673e-01
          6.75192054e-01          4.15627949e-01
          6.77880708e-01          4.15764799e-01
          6.80580068e-01          4.15885092e-01
          6.83290176e-01          4.15988697e-01
          6.86011077e-01          4.16075481e-01
          6.88742813e-01          4.16145312e-01
          6.91485426e-01          4.16198057e-01
          6.94238961e-01          4.16233585e-01
          6.97003460e-01          4.16251761e-01
          6.99778968e-01          4.16252453e-01
          7.02565528e-01          4.16235528e-01
          7.05363184e-01          4.16200852e-01
          7.08171980e-01          4.16148292e-01
          7.10991962e-01          4.16077713e-01
          7.13823172e-01          4.15988982e-01
          7.16665657e-01          4.15881965e-01
          7.19519461e-01          4.15756528e-01
          7.22384629e-01          4.15612536e-01
          7.25261206e-01          4.15449855e-01
          7.28149237e-01          4.15268351e-01
          7.31048769e-01          4.15067889e-01
          7.33959848e-01          4.14848335e-01
          7.36882518e-01          4.14609553e-01
          7.39816826e-01          4.14351411e-01
          7.42762819e-01          4.14073772e-01
          7.45720543e-01          4.13776502e-01
          7.48690045e-01          4.13459467e-01
          7.51671372e-01          4.13122532e-01
          7.54664570e-01          4.12765563e-01
          7.57669688e-01          4.12388425e-01
          7.60686772e-01          4.11990983e-01
          7.63715870e-01          4.11573104e-01
          7.66757031e-01          4.11134653e-01
          7.69810301e-01          4.10675497e-01
          7.72875730e-01          4.10195501e-01
          7.75953365e-01          4.09694531e-01
          7.79043256e-01          4.09172454e-01
          7.82145451e-01          4.08629137e-01
          7.85259999e-01          4.08064446e-01
          7.88386949e-01          4.07478249e-01
          7.91526351e-01          4.06870412e-01
          7.94678255e-01          4.06240803e-01
          7.97842709e-01          4.05589290e-01
          8.01019764e-01          4.04915741e-01
          8.04209471e-01          4.04220025e-01
          8.07411879e-01          4.03502009e-01
          8.10627040e-01          4.02761564e-01
          8.13855003e-01          4.01998559e-01
          8.17095820e-01          4.01212863e-01
          8.20349543e-01          4.00404347e-01
          8.23616222e-01          3.99572882e-01
          8.26895909e-01          3.98718338e-01
          8.30188655e-01          3.97840588e-01
          8.33494514e-01          3.96939503e-01
          8.36813537e-01          3.96014956e-01
          8.40145777e-01          3.95066820e-01
          8.43491285e-01          3.94094970e-01
          8.46850116e-01          3.93099279e-01
          8.50222322e-01          3.92079622e-01
          8.53607956e-01          3.91035874e-01
          8.57007071e-01          3.89967913e-01
          8.60419723e-01          3.88875615e-01
          8.63845963e-01          3.87758858e-01
          8.67285847e-01          3.86617519e-01
          8.70739429e-01          3.85451478e-01
          8.74206764e-01          3.84260615e-01
          8.77687905e-01          3.83044811e-01
          8.81182909e-01          3.81803947e-01
          8.84691830e-01          3.80537904e-01
          8.88214723e-01          3.79246568e-01
          8.91751645e-01          3.77929820e-01
          8.95302651e-01          3.76587548e-01
          8.98867798e-01          3.75219636e-01
          9.02447141e-01          3.73825972e-01
          9.06040737e-01          3.72406444e-01
          9.09648643e-01          3.70960940e-01
          9.13270916e-01          3.69489351e-01
          9.16907613e-01          3.67991568e-01
          9.20558792e-01          3.66467484e-01
          9.24224510e-01          3.64916992e-01
          9.27904825e-01          3.63339986e-01
          9.31599795e-01          3.61736363e-01
          9.35309479e-01          3.60106020e-01
          9.39033935e-01          3.58448856e-01
          9.42773222e-01          3.56764769e-01
          9.46527399e-01          3.55053661e-01
          9.50296525e-01          3.53315436e-01
          9.54080660e-01          3.51549995e-01
          9.57879864e-01          3.49757246e-01
          9.61694197e-01          3.47937095e-01
          9.65523718e-01          3.46089449e-01
          9.69368489e-01          3.44214220e-01
          9.73228570e-01          3.42311318e-01
          9.77104022e-01          3.40380657e-01
          9.80994906e-01          3.38422151e-01
          9.84901284e-01          3.36435717e-01
          9.88823217e-01          3.34421272e-01
          9.92760768e-01          3.32378737e-01
          9.96713998e-01          3.30308033e-01
          1.00068297e+00          3.28209084e-01
          1.00466775e+00          3.26081815e-01
          1.00866839e+00          3.23926153e-01
          1.01268497e+00          3.21742028e-01
          1.01671754e+00          3.19529370e-01
          1.02076616e+00          3.17288113e-01
          1.02483091e+00          3.15018191e-01
          1.02891185e+00          3.12719543e-01
          1.03300904e+00          3.10392108e-01
          1.03712254e+00          3.08035826e-01
          1.04125242e+00          3.05650643e-01
          1.04539874e+00          3.03236503e-01
          1.04956158e+00          3.00793356e-01
          1.05374100e+00          2.98321151e-01
          1.05793705e+00          2.95819843e-01
          1.06214982e+00          2.93289385e-01
          1.06637936e+00          2.90729737e-01
          1.07062574e+00          2.88140859e-01
          1.07488904e+00          2.85522713e-01
          1.07916931e+00          2.82875264e-01
          1.08346662e+00          2.80198482e-01
          1.08778105e+00          2.77492336e-01
          1.09211265e+00          2.74756801e-01
          1.09646151e+00          2.71991851e-01
          1.10082768e+00          2.69197468e-01
          1.10521124e+00          2.66373631e-01
          1.10961226e+00          2.63520327e-01
          1.11403080e+00          2.60637542e-01
          1.11846693e+00          2.57725267e-01
          1.12292073e+00          2.54783496e-01
          1.12739226e+00          2.51812226e-01
          1.13188160e+00          2.48811456e-01
          1.13638882e+00          2.45781190e-01
          1.14091399e+00          2.42721433e-01
          1.14545717e+00          2.39632196e-01
          1.15001845e+00          2.36513490e-01
          1.15459789e+00          2.33365332e-01
          1.15919556e+00          2.30187741e-01
          1.16381155e+00          2.26980741e-01
          1.16844591e+00          2.23744357e-01
          1.17309873e+00          2.20478620e-01
          1.17777007e+00          2.17183563e-01
          1.18246002e+00          2.13859223e-01
          1.18716865e+00          2.10505641e-01
          1.19189602e+00          2.07122862e-01
          1.19664222e+00          2.03710934e-01
          1.20140732e+00          2.00269909e-01
          1.20619139e+00          1.96799844e-01
          1.21099451e+00          1.93300797e-01
          1.21581676e+00          1.89772834e-01
          1.22065821e+00          1.86216022e-01
          1.22551894e+00          1.82630433e-01
          1.23039903e+00          1.79016143e-01
          1.23529855e+00          1.75373233e-01
          1.24021758e+00          1.71701787e-01
          1.24515620e+00          1.68001895e-01
          1.25011448e+00          1.64273649e-01
          1.25509251e+00          1.60517146e-01
          1.26009036e+00          1.56732490e-01
          1.26510811e+00          1.52919786e-01
          1.27014584e+00          1.49079145e-01
          1.27520364e+00          1.45210683e-01
          1.28028157e+00          1.41314520e-01
          1.28537973e+00          1.37390782e-01
          1.29049818e+00          1.33439597e-01
          1.29563702e+00          1.29461099e-01
          1.30079632e+00          1.25455430e-01
          1.30597617e+00          1.21422731e-01
          1.31117664e+00          1.17363153e-01
          1.31639782e+00          1.13276849e-01
          1.32163979e+00          1.09163979e-01
          1.32690264e+00          1.05024707e-01
          1.33218644e+00          1.00859201e-01
          1.33749128e+00          9.66676366e-02
          1.34281725e+00          9.24501933e-02
          1.34816442e+00          8.82070560e-02
          1.35353289e+00          8.39384150e-02
          1.35892274e+00          7.96444660e-02
          1.36433404e+00          7.53254100e-02
          1.36976690e+00          7.09814537e-02
          1.37522139e+00          6.66128092e-02
          1.38069760e+00          6.22196941e-02
          1.38619562e+00          5.78023318e-02
          1.39171553e+00          5.33609511e-02
          1.39725742e+00          4.88957868e-02
          1.40282138e+00          4.44070794e-02
          1.40840749e+00          3.98950750e-02
          1.41401585e+00          3.53600258e-02
          1.41964655e+00          3.08021898e-02
          1.42529966e+00          2.62218310e-02
          1.43097528e+00          2.16192191e-02
          1.43667351e+00          1.69946304e-02
          1.44239443e+00          1.23483466e-02
          1.44813812e+00          7.68065617e-03
          1.45390469e+00          2.99185327e-03
          1.45969422e+00          1.71776153e-03
          1.46550681e+00          6.44788146e-03
          1.47134254e+00          1.11981934e-02
          1.47720151e+00          1.59683781e-02
          1.48308381e+00          2.07581096e-02
          1.48898954e+00          2.55670559e-02
          1.49491878e+00          3.03948783e-02
          1.50087163e+00          3.52412318e-02
          1.50684819e+00          4.01057647e-02
          1.51284855e+00          4.49881188e-02
          1.51887280e+00          4.98879295e-02
          1.52492103e+00          5.48048253e-02
          1.53099336e+00          5.97384281e-02
          1.53708986e+00          6.46883534e-02
          1.54321064e+00          6.96542096e-02
          1.54935579e+00          7.46355985e-02
          1.55552542e+00          7.96321151e-02
          1.56171961e+00          8.46433477e-02
          1.56793847e+00          8.96688775e-02
          1.57418209e+00          9.47082792e-02
          1.58045057e+00          9.97611203e-02
          1.58674401e+00          1.04826961e-01
          1.59306252e+00          1.09905356e-01
          1.59940619e+00          1.14995852e-01
          1.60577511e+00          1.20097988e-01
          1.61216940e+00          1.25211297e-01
          1.61858915e+00          1.30335306e-01
          1.62503447e+00          1.35469532e-01
          1.63150545e+00          1.40613487e-01
          1.63800220e+00          1.45766676e-01
          1.64452481e+00          1.50928597e-01
          1.65107341e+00          1.56098740e-01
