# Convolution of a Gaussian source with Zheleznyak and two-stream kernels
# Generated:  2026-05-05T08:42:07
# Command:    Zheleznyak.py --ngroups 8 --threshold 1E-6 --write-to-file zheleznyak
# ngroups=8,  n_kept=6,  threshold=1.0e-06
# Source: Gaussian centred at 0.3*x_max, sigma = 0.04*x_max
# x_max = 1.523680e+02 Pa m  (= 4 / lambda1)
# All convolution values normalised by max(conv_zheleznyak)
# 
# Columns:
#   x                  : reduced coordinate p_O2*r  [Pa m]
#   source             : normalised Gaussian source (max = 1)  [dimensionless]
#   conv_zheleznyak    : photoionisation rate, Zheleznyak kernel, normalised  [dimensionless]
#   conv_twostream     : photoionisation rate, two-stream kernel, normalised  [dimensionless]
#
#                      x                  source         conv_zheleznyak          conv_twostream
          8.03811152e+01          8.83057372e-15          2.73027033e-02          2.74007967e-02
          8.06354858e+01          5.48289193e-15          2.69137985e-02          2.70055302e-02
          8.08898564e+01          3.39248116e-15          2.65320384e-02          2.66174682e-02
          8.11442270e+01          2.09176166e-15          2.61572499e-02          2.62364467e-02
          8.13985977e+01          1.28526874e-15          2.57892655e-02          2.58623065e-02
          8.16529683e+01          7.86978170e-16          2.54279231e-02          2.54948928e-02
          8.19073389e+01          4.80195870e-16          2.50730653e-02          2.51340554e-02
          8.21617095e+01          2.91985409e-16          2.47245397e-02          2.47796481e-02
          8.24160801e+01          1.76925679e-16          2.43821985e-02          2.44315289e-02
          8.26704508e+01          1.06833532e-16          2.40458983e-02          2.40895596e-02
          8.29248214e+01          6.42852443e-17          2.37155001e-02          2.37536060e-02
          8.31791920e+01          3.85480135e-17          2.33908688e-02          2.34235372e-02
          8.34335626e+01          2.30345483e-17          2.30718736e-02          2.30992261e-02
          8.36879332e+01          1.37165343e-17          2.27583873e-02          2.27805488e-02
          8.39423038e+01          8.13946910e-18          2.24502865e-02          2.24673848e-02
          8.41966745e+01          4.81320943e-18          2.21474512e-02          2.21596166e-02
          8.44510451e+01          2.83635399e-18          2.18497650e-02          2.18571297e-02
          8.47054157e+01          1.66560916e-18          2.15571147e-02          2.15598128e-02
          8.49597863e+01          9.74704029e-19          2.12693903e-02          2.12675573e-02
          8.52141569e+01          5.68406999e-19          2.09864851e-02          2.09802573e-02
          8.54685275e+01          3.30318628e-19          2.07082949e-02          2.06978095e-02
          8.57228982e+01          1.91290635e-19          2.04347188e-02          2.04201135e-02
          8.59772688e+01          1.10392952e-19          2.01656584e-02          2.01470711e-02
          8.62316394e+01          6.34857095e-20          1.99010183e-02          1.98785865e-02
          8.64860100e+01          3.63829243e-20          1.96407052e-02          1.96145665e-02
          8.67403806e+01          2.07781186e-20          1.93846286e-02          1.93549201e-02
          8.69947513e+01          1.18250186e-20          1.91327005e-02          1.90995582e-02
          8.72491219e+01          6.70632259e-21          1.88848351e-02          1.88483944e-02
          8.75034925e+01          3.79012943e-21          1.86409487e-02          1.86013438e-02
          8.77578631e+01          2.13457115e-21          1.84009601e-02          1.83583239e-02
          8.80122337e+01          1.19799284e-21          1.81647900e-02          1.81192541e-02
          8.82666043e+01          6.70015432e-22          1.79323612e-02          1.78840556e-02
          8.85209750e+01          3.73424134e-22          1.77035985e-02          1.76526516e-02
          8.87753456e+01          2.07399140e-22          1.74784286e-02          1.74249669e-02
          8.90297162e+01          1.14788536e-22          1.72567800e-02          1.72009282e-02
          8.92840868e+01          6.33106939e-23          1.70385831e-02          1.69804639e-02
          8.95384574e+01          3.47970659e-23          1.68237699e-02          1.67635040e-02
          8.97928280e+01          1.90587832e-23          1.66122744e-02          1.65499801e-02
          9.00471987e+01          1.04024278e-23          1.64040318e-02          1.63398256e-02
          9.03015693e+01          5.65797786e-24          1.61989791e-02          1.61329750e-02
          9.05559399e+01          3.06672456e-24          1.59970550e-02          1.59293645e-02
          9.08103105e+01          1.65643841e-24          1.57981994e-02          1.57289320e-02
          9.10646811e+01          8.91585111e-25          1.56023539e-02          1.55316164e-02
          9.13190518e+01          4.78230550e-25          1.54094612e-02          1.53373581e-02
          9.15734224e+01          2.55622348e-25          1.52194657e-02          1.51460991e-02
          9.18277930e+01          1.36159302e-25          1.50323129e-02          1.49577822e-02
          9.20821636e+01          7.22741190e-26          1.48479496e-02          1.47723519e-02
          9.23365342e+01          3.82300874e-26          1.46663240e-02          1.45897538e-02
          9.25909048e+01          2.01518429e-26          1.44873854e-02          1.44099347e-02
          9.28452755e+01          1.05854967e-26          1.43110842e-02          1.42328424e-02
          9.30996461e+01          5.54108367e-27          1.41373721e-02          1.40584262e-02
          9.33540167e+01          2.89044805e-27          1.39662017e-02          1.38866363e-02
          9.36083873e+01          1.50252817e-27          1.37975270e-02          1.37174239e-02
          9.38627579e+01          7.78335915e-28          1.36313027e-02          1.35507414e-02
          9.41171285e+01          4.01789435e-28          1.34674847e-02          1.33865424e-02
          9.43714992e+01          2.06688802e-28          1.33060300e-02          1.32247810e-02
          9.46258698e+01          1.05955225e-28          1.31468963e-02          1.30654129e-02
          9.48802404e+01          5.41271052e-29          1.29900424e-02          1.29083943e-02
          9.51346110e+01          2.75546068e-29          1.28354280e-02          1.27536825e-02
          9.53889816e+01          1.39785019e-29          1.26830136e-02          1.26012358e-02
          9.56433523e+01          7.06665738e-30          1.25327607e-02          1.24510133e-02
          9.58977229e+01          3.56003637e-30          1.23846316e-02          1.23029750e-02
          9.61520935e+01          1.78723569e-30          1.22385893e-02          1.21570816e-02
          9.64064641e+01          8.94120834e-31          1.20945977e-02          1.20132949e-02
          9.66608347e+01          4.45756408e-31          1.19526215e-02          1.18715774e-02
          9.69152053e+01          2.21455245e-31          1.18126261e-02          1.17318922e-02
          9.71695760e+01          1.09638059e-31          1.16745776e-02          1.15942035e-02
          9.74239466e+01          5.40908369e-32          1.15384429e-02          1.14584760e-02
          9.76783172e+01          2.65933505e-32          1.14041895e-02          1.13246752e-02
          9.79326878e+01          1.30289497e-32          1.12717857e-02          1.11927675e-02
          9.81870584e+01          6.36110775e-33          1.11412004e-02          1.10627197e-02
          9.84414290e+01          3.09487484e-33          1.10124031e-02          1.09344995e-02
          9.86957997e+01          1.50051528e-33          1.08853639e-02          1.08080751e-02
          9.89501703e+01          7.24977867e-34          1.07600538e-02          1.06834157e-02
          9.92045409e+01          3.49056772e-34          1.06364440e-02          1.05604906e-02
          9.94589115e+01          1.67476695e-34          1.05145066e-02          1.04392703e-02
          9.97132821e+01          8.00755056e-35          1.03942139e-02          1.03197254e-02
          9.99676528e+01          3.81532898e-35          1.02755393e-02          1.02018275e-02
          1.00222023e+02          1.81155401e-35          1.01584562e-02          1.00855485e-02
          1.00476394e+02          8.57151472e-36          1.00429388e-02          9.97086100e-03
          1.00730765e+02          4.04157701e-36          9.92896177e-03          9.85773815e-03
          1.00985135e+02          1.89902698e-36          9.81650032e-03          9.74615363e-03
          1.01239506e+02          8.89197856e-37          9.70553010e-03          9.63608163e-03
          1.01493876e+02          4.14908825e-37          9.59602723e-03          9.52749688e-03
          1.01748247e+02          1.92927408e-37          9.48796832e-03          9.42037461e-03
          1.02002618e+02          8.93968432e-38          9.38133044e-03          9.31469054e-03
          1.02256988e+02          4.12797853e-38          9.27609109e-03          9.21042089e-03
          1.02511359e+02          1.89950163e-38          9.17222820e-03          9.10754234e-03
          1.02765730e+02          8.71021559e-39          9.06972015e-03          9.00603204e-03
          1.03020100e+02          3.98020218e-39          8.96854572e-03          8.90586757e-03
          1.03274471e+02          1.81245968e-39          8.86868407e-03          8.80702698e-03
          1.03528841e+02          8.22467170e-40          8.77011481e-03          8.70948875e-03
          1.03783212e+02          3.71925351e-40          8.67281788e-03          8.61323175e-03
          1.04037583e+02          1.67602304e-40          8.57677364e-03          8.51823530e-03
          1.04291953e+02          7.52646737e-41          8.48196279e-03          8.42447911e-03
          1.04546324e+02          3.36813410e-41          8.38836640e-03          8.33194328e-03
          1.04800694e+02          1.50201600e-41          8.29596591e-03          8.24060830e-03
          1.05055065e+02          6.67493037e-42          8.20474308e-03          8.15045503e-03
          1.05309436e+02          2.95601010e-42          8.11468001e-03          8.06146472e-03
          1.05563806e+02          1.30452402e-42          8.02575914e-03          7.97361895e-03
          1.05818177e+02          5.73700517e-43          7.93796323e-03          7.88689968e-03
          1.06072548e+02          2.51423227e-43          7.85127535e-03          7.80128921e-03
          1.06326918e+02          1.09802580e-43          7.76567887e-03          7.71677015e-03
          1.06581289e+02          4.77866612e-44          7.68115749e-03          7.63332549e-03
          1.06835659e+02          2.07246796e-44          7.59769516e-03          7.55093849e-03
          1.07090030e+02          8.95686350e-45          7.51527616e-03          7.46959277e-03
          1.07344401e+02          3.85754570e-45          7.43388503e-03          7.38927223e-03
          1.07598771e+02          1.65559154e-45          7.35350659e-03          7.30996109e-03
          1.07853142e+02          7.08079973e-46          7.27412593e-03          7.23164384e-03
          1.08107513e+02          3.01785533e-46          7.19572840e-03          7.15430530e-03
          1.08361883e+02          1.28174466e-46          7.11829962e-03          7.07793055e-03
          1.08616254e+02          5.42489843e-47          7.04182546e-03          7.00250493e-03
          1.08870624e+02          2.28806680e-47          6.96629203e-03          6.92801408e-03
          1.09124995e+02          9.61684865e-48          6.89168568e-03          6.85444389e-03
          1.09379366e+02          4.02794802e-48          6.81799301e-03          6.78178052e-03
          1.09633736e+02          1.68120985e-48          6.74520084e-03          6.71001038e-03
          1.09888107e+02          6.99273371e-49          6.67329623e-03          6.63912011e-03
          1.10142477e+02          2.89840485e-49          6.60226645e-03          6.56909663e-03
          1.10396848e+02          1.19717627e-49          6.53209900e-03          6.49992706e-03
          1.10651219e+02          4.92769869e-50          6.46278159e-03          6.43159879e-03
          1.10905589e+02          2.02123674e-50          6.39430213e-03          6.36409941e-03
          1.11159960e+02          8.26184830e-51          6.32664875e-03          6.29741673e-03
          1.11414331e+02          3.36530355e-51          6.25980977e-03          6.23153882e-03
          1.11668701e+02          1.36602379e-51          6.19377372e-03          6.16645391e-03
          1.11923072e+02          5.52559791e-52          6.12852930e-03          6.10215047e-03
          1.12177442e+02          2.22734395e-52          6.06406541e-03          6.03861719e-03
          1.12431813e+02          8.94709997e-53          6.00037116e-03          5.97584291e-03
          1.12686184e+02          3.58149448e-53          5.93743580e-03          5.91381673e-03
          1.12940554e+02          1.42867445e-53          5.87524878e-03          5.85252788e-03
          1.13194925e+02          5.67922743e-54          5.81379974e-03          5.79196583e-03
          1.13449295e+02          2.24973953e-54          5.75307845e-03          5.73212021e-03
          1.13703666e+02          8.88100697e-55          5.69307488e-03          5.67298084e-03
          1.13958037e+02          3.49364825e-55          5.63377915e-03          5.61453770e-03
          1.14212407e+02          1.36956654e-55          5.57518156e-03          5.55678096e-03
          1.14466778e+02          5.35025018e-56          5.51727254e-03          5.49970097e-03
          1.14721149e+02          2.08282143e-56          5.46004270e-03          5.44328821e-03
          1.14975519e+02          8.08010454e-57          5.40348279e-03          5.38753336e-03
          1.15229890e+02          3.12369710e-57          5.34758370e-03          5.33242724e-03
          1.15484260e+02          1.20339401e-57          5.29233648e-03          5.27796084e-03
          1.15738631e+02          4.61991268e-58          5.23773233e-03          5.22412529e-03
          1.15993002e+02          1.76744816e-58          5.18376257e-03          5.17091188e-03
          1.16247372e+02          6.73824186e-59          5.13041867e-03          5.11831203e-03
          1.16501743e+02          2.55996189e-59          5.07769224e-03          5.06631733e-03
          1.16756114e+02          9.69186596e-60          5.02557501e-03          5.01491950e-03
          1.17010484e+02          3.65652285e-60          4.97405885e-03          4.96411040e-03
          1.17264855e+02          1.37472610e-60          4.92313576e-03          4.91388201e-03
          1.17519225e+02          5.15051977e-61          4.87279786e-03          4.86422647e-03
          1.17773596e+02          1.92297188e-61          4.82303738e-03          4.81513603e-03
          1.18027967e+02          7.15454141e-62          4.77384670e-03          4.76660307e-03
          1.18282337e+02          2.65263603e-62          4.72521830e-03          4.71862012e-03
          1.18536708e+02          9.80077727e-63          4.67714477e-03          4.67117979e-03
          1.18791078e+02          3.60853041e-63          4.62961884e-03          4.62427486e-03
          1.19045449e+02          1.32399765e-63          4.58263333e-03          4.57789817e-03
          1.19299820e+02          4.84095506e-64          4.53618117e-03          4.53204274e-03
          1.19554190e+02          1.76385095e-64          4.49025542e-03          4.48670165e-03
          1.19808561e+02          6.40441858e-65          4.44484922e-03          4.44186812e-03
          1.20062932e+02          2.31731209e-65          4.39995583e-03          4.39753547e-03
          1.20317302e+02          8.35557499e-66          4.35556861e-03          4.35369714e-03
          1.20571673e+02          3.00230734e-66          4.31168101e-03          4.31034665e-03
          1.20826043e+02          1.07503091e-66          4.26828659e-03          4.26747764e-03
          1.21080414e+02          3.83595713e-67          4.22537902e-03          4.22508385e-03
          1.21334785e+02          1.36399737e-67          4.18295203e-03          4.18315913e-03
          1.21589155e+02          4.83326176e-68          4.14099948e-03          4.14169739e-03
          1.21843526e+02          1.70668784e-68          4.09951530e-03          4.10069268e-03
          1.22097896e+02          6.00557872e-69          4.05849351e-03          4.06013912e-03
          1.22352267e+02          2.10592368e-69          4.01792823e-03          4.02003092e-03
          1.22606638e+02          7.35897601e-70          3.97781366e-03          3.98036238e-03
          1.22861008e+02          2.56259007e-70          3.93814410e-03          3.94112791e-03
          1.23115379e+02          8.89258214e-71          3.89891391e-03          3.90232198e-03
          1.23369750e+02          3.07513103e-71          3.86011755e-03          3.86393915e-03
          1.23624120e+02          1.05970836e-71          3.82174955e-03          3.82597408e-03
          1.23878491e+02          3.63911758e-72          3.78380453e-03          3.78842150e-03
          1.24132861e+02          1.24535397e-72          3.74627719e-03          3.75127622e-03
          1.24387232e+02          4.24694391e-73          3.70916231e-03          3.71453313e-03
          1.24641603e+02          1.44326884e-73          3.67245472e-03          3.67818719e-03
          1.24895973e+02          4.88770446e-74          3.63614934e-03          3.64223345e-03
          1.25150344e+02          1.64948981e-74          3.60024119e-03          3.60666704e-03
          1.25404715e+02          5.54729583e-75          3.56472532e-03          3.57148313e-03
          1.25659085e+02          1.85908828e-75          3.52959688e-03          3.53667700e-03
          1.25913456e+02          6.20877171e-76          3.49485107e-03          3.50224398e-03
          1.26167826e+02          2.06632374e-76          3.46048317e-03          3.46817947e-03
          1.26422197e+02          6.85295739e-77          3.42648853e-03          3.43447894e-03
          1.26676568e+02          2.26487737e-77          3.39286256e-03          3.40113794e-03
          1.26930938e+02          7.45930468e-78          3.35960073e-03          3.36815207e-03
          1.27185309e+02          2.44815548e-78          3.32669859e-03          3.33551699e-03
          1.27439679e+02          8.00694117e-79          3.29415173e-03          3.30322844e-03
          1.27694050e+02          2.60964405e-79          3.26195583e-03          3.27128222e-03
          1.27948421e+02          8.47584302e-80          3.23010661e-03          3.23967417e-03
          1.28202791e+02          2.74328879e-80          3.19859986e-03          3.20840022e-03
          1.28457162e+02          8.84804142e-81          3.16743142e-03          3.17745635e-03
          1.28711533e+02          2.84387012e-81          3.13659720e-03          3.14683857e-03
          1.28965903e+02          9.10876221e-82          3.10609316e-03          3.11654299e-03
          1.29220274e+02          2.90734094e-82          3.07591530e-03          3.08656574e-03
          1.29474644e+02          9.24739818e-83          3.04605972e-03          3.05690304e-03
          1.29729015e+02          2.93109669e-83          3.01652253e-03          3.02755112e-03
          1.29983386e+02          9.25822492e-84          2.98729991e-03          2.99850631e-03
          1.30237756e+02          2.91415269e-84          2.95838809e-03          2.96976496e-03
          1.30492127e+02          9.14079295e-85          2.92978337e-03          2.94132349e-03
          1.30746497e+02          2.85721180e-85          2.90148207e-03          2.91317834e-03
          1.31000868e+02          8.89995872e-86          2.87348058e-03          2.88532605e-03
          1.31255239e+02          2.76261613e-86          2.84577534e-03          2.85776315e-03
          1.31509609e+02          8.54555135e-87          2.81836282e-03          2.83048627e-03
          1.31763980e+02          2.63418715e-87          2.79123957e-03          2.80349206e-03
          1.32018351e+02          8.09170720e-88          2.76440215e-03          2.77677721e-03
          1.32272721e+02          2.47696965e-88          2.73784720e-03          2.75033848e-03
          1.32527092e+02          7.55593488e-89          2.71157138e-03          2.72417266e-03
          1.32781462e+02          2.29690335e-89          2.68557140e-03          2.69827658e-03
          1.33035833e+02          6.95799687e-90          2.65984404e-03          2.67264711e-03
          1.33290204e+02          2.10045185e-90          2.63438608e-03          2.64728119e-03
          1.33544574e+02          6.31870714e-91          2.60919438e-03          2.62217577e-03
          1.33798945e+02          1.89422131e-91          2.58426582e-03          2.59732786e-03
          1.34053316e+02          5.65874601e-92          2.55959734e-03          2.57273450e-03
          1.34307686e+02          1.68459954e-92          2.53518589e-03          2.54839278e-03
          1.34562057e+02          4.99758455e-93          2.51102850e-03          2.52429981e-03
          1.34816427e+02          1.47744260e-93          2.48712221e-03          2.50045277e-03
          1.35070798e+02          4.35259316e-94          2.46346412e-03          2.47684885e-03
          1.35325169e+02          1.27782838e-94          2.44005134e-03          2.45348529e-03
          1.35579539e+02          3.73838457e-95          2.41688104e-03          2.43035935e-03
          1.35833910e+02          1.08988937e-95          2.39395043e-03          2.40746836e-03
          1.36088280e+02          3.16641513e-96          2.37125675e-03          2.38480966e-03
          1.36342651e+02          9.16727546e-97          2.34879726e-03          2.36238062e-03
          1.36597022e+02          2.64484182e-97          2.32656929e-03          2.34017867e-03
          1.36851392e+02          7.60407025e-98          2.30457017e-03          2.31820124e-03
          1.37105763e+02          2.17861019e-98          2.28279729e-03          2.29644583e-03
          1.37360134e+02          6.22013679e-99          2.26124806e-03          2.27490994e-03
          1.37614504e+02          1.76973131e-99          2.23991992e-03          2.25359112e-03
          1.37868875e+02         5.01766574e-100          2.21881037e-03          2.23248696e-03
          1.38123245e+02         1.41769600e-100          2.19791692e-03          2.21159506e-03
          1.38377616e+02         3.99164117e-101          2.17723710e-03          2.19091306e-03
          1.38631987e+02         1.11997123e-101          2.15676849e-03          2.17043863e-03
          1.38886357e+02         3.13147706e-102          2.13650871e-03          2.15016948e-03
          1.39140728e+02         8.72526441e-103          2.11645540e-03          2.13010332e-03
          1.39395098e+02         2.42267385e-103          2.09660621e-03          2.11023793e-03
          1.39649469e+02         6.70344888e-104          2.07695886e-03          2.09057110e-03
          1.39903840e+02         1.84836887e-104          2.05751106e-03          2.07110062e-03
          1.40158210e+02         5.07885697e-105          2.03826058e-03          2.05182436e-03
          1.40412581e+02         1.39068994e-105          2.01920520e-03          2.03274017e-03
          1.40666952e+02         3.79473663e-106          2.00034273e-03          2.01384596e-03
          1.40921322e+02         1.03185805e-106          1.98167102e-03          1.99513964e-03
          1.41175693e+02         2.79605218e-107          1.96318793e-03          1.97661918e-03
          1.41430063e+02         7.55018474e-108          1.94489135e-03          1.95828254e-03
          1.41684434e+02         2.03168736e-108          1.92677922e-03          1.94012772e-03
          1.41938805e+02         5.44807621e-109          1.90884947e-03          1.92215276e-03
          1.42193175e+02         1.45584944e-109          1.89110009e-03          1.90435569e-03
          1.42447546e+02         3.87682989e-110          1.87352906e-03          1.88673459e-03
          1.42701917e+02         1.02878357e-110          1.85613442e-03          1.86928757e-03
          1.42956287e+02         2.72055989e-111          1.83891421e-03          1.85201273e-03
          1.43210658e+02         7.16934625e-112          1.82186650e-03          1.83490823e-03
          1.43465028e+02         1.88272901e-112          1.80498939e-03          1.81797223e-03
          1.43719399e+02         4.92700571e-113          1.78828100e-03          1.80120292e-03
          1.43973770e+02         1.28488811e-113          1.77173948e-03          1.78459851e-03
          1.44228140e+02         3.33913941e-114          1.75536298e-03          1.76815724e-03
          1.44482511e+02         8.64750427e-115          1.73914970e-03          1.75187735e-03
          1.44736881e+02         2.23169075e-115          1.72309786e-03          1.73575713e-03
          1.44991252e+02         5.73937014e-116          1.70720567e-03          1.71979486e-03
          1.45245623e+02         1.47089425e-116          1.69147141e-03          1.70398888e-03
          1.45499993e+02         3.75651960e-117          1.67589333e-03          1.68833751e-03
          1.45754364e+02         9.56041758e-118          1.66046975e-03          1.67283910e-03
          1.46008735e+02         2.42468351e-118          1.64519898e-03          1.65749205e-03
          1.46263105e+02         6.12802107e-119          1.63007936e-03          1.64229474e-03
          1.46517476e+02         1.54337846e-119          1.61510924e-03          1.62724559e-03
          1.46771846e+02         3.87357183e-120          1.60028701e-03          1.61234303e-03
          1.47026217e+02         9.68808156e-121          1.58561106e-03          1.59758551e-03
          1.47280588e+02         2.41463201e-121          1.57107981e-03          1.58297151e-03
          1.47534958e+02         5.99723564e-122          1.55669170e-03          1.56849952e-03
          1.47789329e+02         1.48435667e-122          1.54244518e-03          1.55416804e-03
          1.48043699e+02         3.66110695e-123          1.52833874e-03          1.53997559e-03
          1.48298070e+02         8.99857121e-124          1.51437085e-03          1.52592072e-03
          1.48552441e+02         2.20405128e-124          1.50054003e-03          1.51200198e-03
          1.48806811e+02         5.37968472e-125          1.48684481e-03          1.49821796e-03
          1.49061182e+02         1.30851573e-125          1.47328374e-03          1.48456725e-03
          1.49315553e+02         3.17167052e-126          1.45985538e-03          1.47104844e-03
          1.49569923e+02         7.66097733e-127          1.44655831e-03          1.45766017e-03
          1.49824294e+02         1.84402703e-127          1.43339112e-03          1.44440109e-03
          1.50078664e+02         4.42320820e-128          1.42035244e-03          1.43126983e-03
          1.50333035e+02         1.05729085e-128          1.40744089e-03          1.41826509e-03
          1.50587406e+02         2.51848033e-129          1.39465512e-03          1.40538553e-03
          1.50841776e+02         5.97818904e-130          1.38199379e-03          1.39262988e-03
          1.51096147e+02         1.41412474e-130          1.36945558e-03          1.37999684e-03
          1.51350518e+02         3.33344111e-131          1.35703919e-03          1.36748514e-03
          1.51604888e+02         7.83041628e-132          1.34474332e-03          1.35509354e-03
          1.51859259e+02         1.83300609e-132          1.33256670e-03          1.34282079e-03
          1.52113629e+02         4.27592381e-133          1.32050807e-03          1.33066567e-03
          1.52368000e+02         9.93992259e-134          1.30856619e-03          1.31862697e-03
