# Zheleznyak (1982) absorption curve and two-stream fit
# Generated:  2026-05-05T08:42:07
# Command:    Zheleznyak.py --ngroups 8 --threshold 1E-6 --write-to-file zheleznyak
# ngroups=8,  n_kept=6,  threshold=1.0e-06
# lambda1 = 2.625223e-02 m^-1 Pa^-1,  lambda2 = 1.500128e+00 m^-1 Pa^-1
# RMS relative error = 0.484 %
# 
# Columns:
#   chi            : reduced path length p_O2*r  [Pa m]
#   K_zheleznyak   : Zheleznyak (1982) absorption function  [m^-1 Pa^-1]
#   K_twostream    : two-stream fit, integral-normalised to K_zheleznyak  [m^-1 Pa^-1]
#   group_1_kappa2.689e-02: group 1: kappa=2.6888e-02 m^-1 Pa^-1,  g=1.5808e-02  [m^-1 Pa^-1]
#   group_2_kappa3.061e-02: group 2: kappa=3.0612e-02 m^-1 Pa^-1,  g=5.4157e-02  [m^-1 Pa^-1]
#   group_3_kappa4.482e-02: group 3: kappa=4.4820e-02 m^-1 Pa^-1,  g=1.4351e-01  [m^-1 Pa^-1]
#   group_4_kappa1.002e-01: group 4: kappa=1.0021e-01 m^-1 Pa^-1,  g=2.4996e-01  [m^-1 Pa^-1]
#   group_5_kappa3.157e-01: group 5: kappa=3.1572e-01 m^-1 Pa^-1,  g=3.0500e-01  [m^-1 Pa^-1]
#   group_6_kappa1.007e+00: group 6: kappa=1.0071e+00 m^-1 Pa^-1,  g=2.3157e-01  [m^-1 Pa^-1]
#
#                      chi              K_zheleznyak               K_twostream    group_1_kappa2.689e-02    group_2_kappa3.061e-02    group_3_kappa4.482e-02    group_4_kappa1.002e-01    group_5_kappa3.157e-01    group_6_kappa1.007e+00
            6.09438984e+01            3.31311293e-03            3.29236883e-03            3.33990473e-04            1.03824896e-03            1.69453210e-03            2.25595575e-04            1.71515961e-09            2.08639521e-27
            6.11865805e+01            3.27901513e-03            3.25876017e-03            3.31818179e-04            1.03056447e-03            1.67620073e-03            2.20175207e-04            1.58865431e-09            1.63400550e-27
            6.14302290e+01            3.24518593e-03            3.22541961e-03            3.29651448e-04            1.02290658e-03            1.65799585e-03            2.14864263e-04            1.47103080e-09            1.27846188e-27
            6.16748477e+01            3.21162394e-03            3.19234555e-03            3.27490321e-04            1.01527545e-03            1.63991737e-03            2.09661041e-04            1.36169893e-09            9.99304170e-28
            6.19204405e+01            3.17832778e-03            3.15953637e-03            3.25334842e-04            1.00767121e-03            1.62196521e-03            2.04563852e-04            1.26010538e-09            7.80335881e-28
            6.21670112e+01            3.14529605e-03            3.12699046e-03            3.23185051e-04            1.00009397e-03            1.60413925e-03            1.99571024e-04            1.16573153e-09            6.08748237e-28
            6.24145638e+01            3.11252739e-03            3.09470625e-03            3.21040990e-04            9.92543881e-04            1.58643940e-03            1.94680899e-04            1.07809143e-09            4.74421558e-28
            6.26631022e+01            3.08002042e-03            3.06268212e-03            3.18902700e-04            9.85021065e-04            1.56886552e-03            1.89891838e-04            9.96729883e-10            3.69368593e-28
            6.29126302e+01            3.04777375e-03            3.03091651e-03            3.16770223e-04            9.77525652e-04            1.55141750e-03            1.85202216e-04            9.21220651e-10            2.87291413e-28
            6.31631519e+01            3.01578603e-03            2.99940785e-03            3.14643599e-04            9.70057767e-04            1.53409521e-03            1.80610425e-04            8.51164711e-10            2.23229063e-28
            6.34146712e+01            2.98405589e-03            2.96815457e-03            3.12522868e-04            9.62617537e-04            1.51689850e-03            1.76114872e-04            7.86188651e-10            1.73277632e-28
            6.36671921e+01            2.95258195e-03            2.93715510e-03            3.10408073e-04            9.55205085e-04            1.49982724e-03            1.71713982e-04            7.25943135e-10            1.34368112e-28
            6.39207185e+01            2.92136286e-03            2.90640791e-03            3.08299251e-04            9.47820536e-04            1.48288126e-03            1.67406194e-04            6.70101453e-10            1.04090267e-28
            6.41752545e+01            2.89039726e-03            2.87591145e-03            3.06196445e-04            9.40464011e-04            1.46606041e-03            1.63189964e-04            6.18358154e-10            8.05531397e-29
            6.44308040e+01            2.85968380e-03            2.84566418e-03            3.04099694e-04            9.33135631e-04            1.44936453e-03            1.59063764e-04            5.70427755e-10            6.22746809e-29
            6.46873712e+01            2.82922111e-03            2.81566459e-03            3.02009036e-04            9.25835514e-04            1.43279343e-03            1.55026084e-04            5.26043521e-10            4.80945063e-29
            6.49449600e+01            2.79900786e-03            2.78591114e-03            2.99924513e-04            9.18563779e-04            1.41634693e-03            1.51075428e-04            4.84956315e-10            3.71050123e-29
            6.52035745e+01            2.76904268e-03            2.75640233e-03            2.97846162e-04            9.11320543e-04            1.40002486e-03            1.47210317e-04            4.46933511e-10            2.85970385e-29
            6.54632189e+01            2.73932424e-03            2.72713665e-03            2.95774024e-04            9.04105921e-04            1.38382701e-03            1.43429287e-04            4.11757973e-10            2.20170497e-29
            6.57238972e+01            2.70985120e-03            2.69811261e-03            2.93708136e-04            8.96920026e-04            1.36775318e-03            1.39730892e-04            3.79227087e-10            1.69334315e-29
            6.59856135e+01            2.68062222e-03            2.66932872e-03            2.91648538e-04            8.89762971e-04            1.35180316e-03            1.36113703e-04            3.49151855e-10            1.30099856e-29
            6.62483720e+01            2.65163596e-03            2.64078350e-03            2.89595267e-04            8.82634869e-04            1.33597674e-03            1.32576304e-04            3.21356036e-10            9.98510967e-30
            6.65121768e+01            2.62289109e-03            2.61247547e-03            2.87548361e-04            8.75535827e-04            1.32027369e-03            1.29117297e-04            2.95675339e-10            7.65545888e-30
            6.67770321e+01            2.59438627e-03            2.58440318e-03            2.85507859e-04            8.68465955e-04            1.30469379e-03            1.25735301e-04            2.71956667e-10            5.86313861e-30
            6.70429421e+01            2.56612019e-03            2.55656515e-03            2.83473798e-04            8.61425360e-04            1.28923679e-03            1.22428949e-04            2.50057397e-10            4.48567504e-30
            6.73099109e+01            2.53809152e-03            2.52895995e-03            2.81446215e-04            8.54414148e-04            1.27390246e-03            1.19196893e-04            2.29844712e-10            3.42816986e-30
            6.75779429e+01            2.51029893e-03            2.50158612e-03            2.79425148e-04            8.47432421e-04            1.25869055e-03            1.16037798e-04            2.11194966e-10            2.61716974e-30
            6.78470421e+01            2.48274111e-03            2.47444224e-03            2.77410632e-04            8.40480284e-04            1.24360078e-03            1.12950347e-04            1.93993091e-10            1.99588093e-30
            6.81172129e+01            2.45541674e-03            2.44752688e-03            2.75402704e-04            8.33557838e-04            1.22863292e-03            1.09933239e-04            1.78132039e-10            1.52043792e-30
            6.83884596e+01            2.42832452e-03            2.42083861e-03            2.73401402e-04            8.26665181e-04            1.21378668e-03            1.06985189e-04            1.63512252e-10            1.15699694e-30
            6.86607863e+01            2.40146312e-03            2.39437603e-03            2.71406760e-04            8.19802413e-04            1.19906178e-03            1.04104926e-04            1.50041178e-10            8.79474620e-31
            6.89341975e+01            2.37483125e-03            2.36813772e-03            2.69418814e-04            8.12969630e-04            1.18445795e-03            1.01291197e-04            1.37632797e-10            6.67790312e-31
            6.92086974e+01            2.34842760e-03            2.34212230e-03            2.67437600e-04            8.06166928e-04            1.16997489e-03            9.85427646e-05            1.26207199e-10            5.06501493e-31
            6.94842904e+01            2.32225086e-03            2.31632838e-03            2.65463153e-04            7.99394399e-04            1.15561230e-03            9.58584072e-05            1.15690166e-10            3.83745470e-31
            6.97609809e+01            2.29629975e-03            2.29075456e-03            2.63495508e-04            7.92652138e-04            1.14136989e-03            9.32369186e-05            1.06012796e-10            2.90419523e-31
            7.00387731e+01            2.27057297e-03            2.26539949e-03            2.61534699e-04            7.85940233e-04            1.12724735e-03            9.06771084e-05            9.71111417e-11            2.19546468e-31
            7.03176715e+01            2.24506922e-03            2.24026178e-03            2.59580760e-04            7.79258774e-04            1.11324435e-03            8.81778019e-05            8.89258772e-11            1.65784255e-31
            7.05976805e+01            2.21978721e-03            2.21534008e-03            2.57633726e-04            7.72607849e-04            1.09936058e-03            8.57378402e-05            8.14019818e-11            1.25047314e-31
            7.08788045e+01            2.19472567e-03            2.19063304e-03            2.55693630e-04            7.65987544e-04            1.08559571e-03            8.33560797e-05            7.44884462e-11            9.42145061e-32
            7.11610480e+01            2.16988330e-03            2.16613931e-03            2.53760505e-04            7.59397943e-04            1.07194940e-03            8.10313924e-05            6.81379964e-11            7.09041349e-32
            7.14444153e+01            2.14525883e-03            2.14185755e-03            2.51834385e-04            7.52839129e-04            1.05842131e-03            7.87626658e-05            6.23068362e-11            5.33008064e-32
            7.17289111e+01            2.12085098e-03            2.11778644e-03            2.49915302e-04            7.46311183e-04            1.04501109e-03            7.65488026e-05            5.69544054e-11            4.00223393e-32
            7.20145397e+01            2.09665848e-03            2.09392465e-03            2.48003289e-04            7.39814185e-04            1.03171840e-03            7.43887208e-05            5.20431543e-11            3.00175793e-32
            7.23013058e+01            2.07268005e-03            2.07027086e-03            2.46098377e-04            7.33348212e-04            1.01854287e-03            7.22813537e-05            4.75383329e-11            2.24880293e-32
            7.25892137e+01            2.04891442e-03            2.04682376e-03            2.44200599e-04            7.26913342e-04            1.00548413e-03            7.02256496e-05            4.34077936e-11            1.68278132e-32
            7.28782681e+01            2.02536034e-03            2.02358206e-03            2.42309986e-04            7.20509648e-04            9.92541817e-04            6.82205719e-05            3.96218070e-11            1.25777376e-32
            7.31684735e+01            2.00201653e-03            2.00054446e-03            2.40426569e-04            7.14137204e-04            9.79715550e-04            6.62650988e-05            3.61528903e-11            9.39018068e-33
            7.34598346e+01            1.97888175e-03            1.97770966e-03            2.38550379e-04            7.07796081e-04            9.67004946e-04            6.43582237e-05            3.29756463e-11            7.00228735e-33
            7.37523559e+01            1.95595472e-03            1.95507639e-03            2.36681446e-04            7.01486349e-04            9.54409615e-04            6.24989545e-05            3.00666144e-11            5.21553014e-33
            7.40460420e+01            1.93323421e-03            1.93264338e-03            2.34819800e-04            6.95208076e-04            9.41929163e-04            6.06863138e-05            2.74041303e-11            3.88014111e-33
            7.43408976e+01            1.91071896e-03            1.91040935e-03            2.32965472e-04            6.88961328e-04            9.29563188e-04            5.89193391e-05            2.49681962e-11            2.88326846e-33
            7.46369273e+01            1.88840773e-03            1.88837305e-03            2.31118491e-04            6.82746170e-04            9.17311285e-04            5.71970820e-05            2.27403593e-11            2.13997701e-33
            7.49341358e+01            1.86629926e-03            1.86653322e-03            2.29278885e-04            6.76562665e-04            9.05173040e-04            5.55186088e-05            2.07035989e-11            1.58641772e-33
            7.52325278e+01            1.84439232e-03            1.84488861e-03            2.27446684e-04            6.70410874e-04            8.93148036e-04            5.38830000e-05            1.88422211e-11            1.17464967e-33
            7.55321081e+01            1.82268567e-03            1.82343799e-03            2.25621915e-04            6.64290857e-04            8.81235849e-04            5.22893504e-05            1.71417605e-11            8.68719317e-34
            7.58328812e+01            1.80117808e-03            1.80218011e-03            2.23804608e-04            6.58202670e-04            8.69436051e-04            5.07367687e-05            1.55888896e-11            6.41695258e-34
            7.61348521e+01            1.77986832e-03            1.78111376e-03            2.21994789e-04            6.52146372e-04            8.57748208e-04            4.92243779e-05            1.41713335e-11            4.73428435e-34
            7.64380255e+01            1.75875515e-03            1.76023771e-03            2.20192486e-04            6.46122015e-04            8.46171881e-04            4.77513147e-05            1.28777912e-11            3.48862204e-34
            7.67424061e+01            1.73783735e-03            1.73955074e-03            2.18397726e-04            6.40129652e-04            8.34706623e-04            4.63167297e-05            1.16978625e-11            2.56758884e-34
            7.70479987e+01            1.71711369e-03            1.71905165e-03            2.16610535e-04            6.34169334e-04            8.23351986e-04            4.49197871e-05            1.06219793e-11            1.88741287e-34
            7.73548083e+01            1.69658297e-03            1.69873924e-03            2.14830939e-04            6.28241110e-04            8.12107513e-04            4.35596648e-05            9.64134310e-12            1.38572199e-34
            7.76628396e+01            1.67624396e-03            1.67861230e-03            2.13058965e-04            6.22345028e-04            8.00972745e-04            4.22355541e-05            8.74786573e-12            1.01613393e-34
            7.79720974e+01            1.65609545e-03            1.65866966e-03            2.11294638e-04            6.16481133e-04            7.89947217e-04            4.09466596e-05            7.93411508e-12            7.44199390e-35
            7.82825868e+01            1.63613623e-03            1.63891011e-03            2.09537983e-04            6.10649468e-04            7.79030458e-04            3.96921993e-05            7.19326448e-12            5.44363564e-35
            7.85943125e+01            1.61636509e-03            1.61933250e-03            2.07789024e-04            6.04850075e-04            7.68221992e-04            3.84714041e-05            6.51904586e-12            3.97693070e-35
            7.89072796e+01            1.59678084e-03            1.59993564e-03            2.06047786e-04            5.99082995e-04            7.57521340e-04            3.72835181e-05            5.90570626e-12            2.90177731e-35
            7.92214929e+01            1.57738226e-03            1.58071838e-03            2.04314293e-04            5.93348266e-04            7.46928016e-04            3.61277982e-05            5.34796762e-12            2.11463325e-35
            7.95369574e+01            1.55816816e-03            1.56167954e-03            2.02588568e-04            5.87645925e-04            7.36441532e-04            3.50035141e-05            4.84098946e-12            1.53907146e-35
            7.98536782e+01            1.53913736e-03            1.54281798e-03            2.00870634e-04            5.81976005e-04            7.26061392e-04            3.39099482e-05            4.38033437e-12            1.11875008e-35
            8.01716601e+01            1.52028865e-03            1.52413255e-03            1.99160514e-04            5.76338540e-04            7.15787099e-04            3.28463953e-05            3.96193604e-12            8.12186490e-36
            8.04909082e+01            1.50162085e-03            1.50562211e-03            1.97458230e-04            5.70733561e-04            7.05618148e-04            3.18121627e-05            3.58206977e-12            5.88877048e-36
            8.08114276e+01            1.48313278e-03            1.48728551e-03            1.95763805e-04            5.65161098e-04            6.95554032e-04            3.08065699e-05            3.23732509e-12            4.26419910e-36
            8.11332234e+01            1.46482325e-03            1.46912163e-03            1.94077259e-04            5.59621177e-04            6.85594238e-04            2.98289486e-05            2.92458052e-12            3.08384178e-36
            8.14563005e+01            1.44669109e-03            1.45112934e-03            1.92398614e-04            5.54113824e-04            6.75738251e-04            2.88786427e-05            2.64098025e-12            2.22733861e-36
            8.17806642e+01            1.42873512e-03            1.43330751e-03            1.90727890e-04            5.48639064e-04            6.65985550e-04            2.79550077e-05            2.38391258e-12            1.60663682e-36
            8.21063195e+01            1.41095417e-03            1.41565505e-03            1.89065109e-04            5.43196917e-04            6.56335609e-04            2.70574111e-05            2.15099002e-12            1.15740207e-36
            8.24332715e+01            1.39334707e-03            1.39817083e-03            1.87410288e-04            5.37787403e-04            6.46787901e-04            2.61852319e-05            1.94003095e-12            8.32690518e-37
            8.27615255e+01            1.37591267e-03            1.38085374e-03            1.85763449e-04            5.32410542e-04            6.37341891e-04            2.53378607e-05            1.74904268e-12            5.98292482e-37
            8.30910867e+01            1.35864979e-03            1.36370270e-03            1.84124609e-04            5.27066349e-04            6.27997043e-04            2.45146995e-05            1.57620584e-12            4.29310754e-37
            8.34219602e+01            1.34155728e-03            1.34671661e-03            1.82493788e-04            5.21754839e-04            6.18752817e-04            2.37151617e-05            1.41985997e-12            3.07649355e-37
            8.37541512e+01            1.32463398e-03            1.32989437e-03            1.80871004e-04            5.16476025e-04            6.09608667e-04            2.29386714e-05            1.27849032e-12            2.20172961e-37
            8.40876650e+01            1.30787875e-03            1.31323490e-03            1.79256274e-04            5.11229916e-04            6.00564046e-04            2.21846642e-05            1.15071560e-12            1.57359655e-37
            8.44225069e+01            1.29129043e-03            1.29673713e-03            1.77649615e-04            5.06016523e-04            5.91618401e-04            2.14525863e-05            1.03527674e-12            1.12316082e-37
            8.47586822e+01            1.27486788e-03            1.28039997e-03            1.76051046e-04            5.00835852e-04            5.82771178e-04            2.07418947e-05            9.31026603e-13            8.00584753e-38
            8.50961961e+01            1.25860996e-03            1.26422236e-03            1.74460581e-04            4.95687907e-04            5.74021817e-04            2.00520569e-05            8.36920440e-13            5.69884946e-38
            8.54350540e+01            1.24251554e-03            1.24820324e-03            1.72878236e-04            4.90572694e-04            5.65369756e-04            1.93825511e-05            7.52007163e-13            4.05115838e-38
            8.57752613e+01            1.22658346e-03            1.23234154e-03            1.71304029e-04            4.85490212e-04            5.56814429e-04            1.87328658e-05            6.75421319e-13            2.87594839e-38
            8.61168233e+01            1.21081262e-03            1.21663620e-03            1.69737973e-04            4.80440462e-04            5.48355268e-04            1.81024994e-05            6.06375716e-13            2.03887420e-38
            8.64597455e+01            1.19520187e-03            1.20108619e-03            1.68180083e-04            4.75423442e-04            5.39991700e-04            1.74909608e-05            5.44154649e-13            1.44346046e-38
            8.68040331e+01            1.17975009e-03            1.18569044e-03            1.66630373e-04            4.70439146e-04            5.31723150e-04            1.68977687e-05            4.88107695e-13            1.02052137e-38
            8.71496917e+01            1.16445616e-03            1.17044792e-03            1.65088857e-04            4.65487569e-04            5.23549040e-04            1.63224515e-05            4.37644006e-13            7.20509451e-39
            8.74967268e+01            1.14931898e-03            1.15535759e-03            1.63555549e-04            4.60568703e-04            5.15468789e-04            1.57645474e-05            3.92227090e-13            5.07990096e-39
            8.78451438e+01            1.13433741e-03            1.14041842e-03            1.62030462e-04            4.55682538e-04            5.07481812e-04            1.52236041e-05            3.51370024e-13            3.57656724e-39
            8.81949482e+01            1.11951035e-03            1.12562937e-03            1.60513607e-04            4.50829063e-04            4.99587523e-04            1.46991787e-05            3.14631062e-13            2.51461048e-39
            8.85461455e+01            1.10483670e-03            1.11098943e-03            1.59004996e-04            4.46008264e-04            4.91785333e-04            1.41908378e-05            2.81609623e-13            1.76549224e-39
            8.88987414e+01            1.09031534e-03            1.09649757e-03            1.57504642e-04            4.41220126e-04            4.84074649e-04            1.36981569e-05            2.51942616e-13            1.23779647e-39
            8.92527412e+01            1.07594519e-03            1.08215278e-03            1.56012555e-04            4.36464630e-04            4.76454877e-04            1.32207207e-05            2.25301074e-13            8.66599764e-40
            8.96081508e+01            1.06172515e-03            1.06795405e-03            1.54528745e-04            4.31741759e-04            4.68925419e-04            1.27581226e-05            2.01387081e-13            6.05858701e-40
            8.99649756e+01            1.04765411e-03            1.05390036e-03            1.53053224e-04            4.27051492e-04            4.61485677e-04            1.23099649e-05            1.79930961e-13            4.22965683e-40
            9.03232213e+01            1.03373100e-03            1.03999071e-03            1.51586000e-04            4.22393804e-04            4.54135048e-04            1.18758586e-05            1.60688711e-13            2.94861079e-40
            9.06828935e+01            1.01995472e-03            1.02622411e-03            1.50127083e-04            4.17768672e-04            4.46872928e-04            1.14554231e-05            1.43439656e-13            2.05260711e-40
            9.10439980e+01            1.00632420e-03            1.01259955e-03            1.48676481e-04            4.13176069e-04            4.39698711e-04            1.10482862e-05            1.27984307e-13            1.42681539e-40
            9.14065404e+01            9.92838359e-04            9.99116042e-04            1.47234203e-04            4.08615966e-04            4.32611789e-04            1.06540839e-05            1.14142412e-13            9.90377630e-41
            9.17705265e+01            9.79496118e-04            9.85772603e-04            1.45800256e-04            4.04088334e-04            4.25611552e-04            1.02724605e-05            1.01751173e-13            6.86439769e-41
            9.21359620e+01            9.66296407e-04            9.72568244e-04            1.44374649e-04            3.99593139e-04            4.18697388e-04            9.90306808e-06            9.06636229e-14            4.75083682e-41
            9.25028527e+01            9.53238160e-04            9.59501986e-04            1.42957387e-04            3.95130349e-04            4.11868684e-04            9.54556667e-06            8.07471471e-14            3.28323017e-41
            9.28712043e+01            9.40320312e-04            9.46572849e-04            1.41548477e-04            3.90699927e-04            4.05124822e-04            9.19962405e-06            7.18821376e-14            2.26565380e-41
            9.32410228e+01            9.27541804e-04            9.33779862e-04            1.40147924e-04            3.86301835e-04            3.98465187e-04            8.86491562e-06            6.39607667e-14            1.56114854e-41
            9.36123139e+01            9.14901579e-04            9.21122054e-04            1.38755736e-04            3.81936034e-04            3.91889160e-04            8.54112424e-06            5.68858720e-14            1.07411508e-41
            9.39850835e+01            9.02398584e-04            9.08598458e-04            1.37371915e-04            3.77602483e-04            3.85396119e-04            8.22794014e-06            5.05699419e-14            7.37922474e-42
            9.43593375e+01            8.90031771e-04            8.96208113e-04            1.35996468e-04            3.73301139e-04            3.78985445e-04            7.92506082e-06            4.49341943e-14            5.06199167e-42
            9.47350818e+01            8.77800093e-04            8.83950058e-04            1.34629397e-04            3.69031956e-04            3.72656513e-04            7.63219085e-06            3.99077388e-14            3.46721119e-42
            9.51123223e+01            8.65702510e-04            8.71823338e-04            1.33270707e-04            3.64794888e-04            3.66408700e-04            7.34904184e-06            3.54268166e-14            2.37129043e-42
            9.54910650e+01            8.53737984e-04            8.59827000e-04            1.31920400e-04            3.60589887e-04            3.60241381e-04            7.07533225e-06            3.14341098e-14            1.61931814e-42
            9.58713159e+01            8.41905481e-04            8.47960095e-04            1.30578479e-04            3.56416901e-04            3.54153928e-04            6.81078730e-06            2.78781153e-14            1.10412940e-42
            9.62530810e+01            8.30203970e-04            8.36221679e-04            1.29244947e-04            3.52275878e-04            3.48145715e-04            6.55513885e-06            2.47125771e-14            7.51701650e-43
            9.66363662e+01            8.18632425e-04            8.24610808e-04            1.27919804e-04            3.48166765e-04            3.42216114e-04            6.30812528e-06            2.18959717e-14            5.10982622e-43
            9.70211778e+01            8.07189823e-04            8.13126545e-04            1.26603052e-04            3.44089506e-04            3.36364495e-04            6.06949135e-06            1.93910416e-14            3.46816066e-43
            9.74075217e+01            7.95875146e-04            8.01767952e-04            1.25294691e-04            3.40044044e-04            3.30590229e-04            5.83898813e-06            1.71643731e-14            2.35029338e-43
            9.77954040e+01            7.84687379e-04            7.90534098e-04            1.23994723e-04            3.36030318e-04            3.24892684e-04            5.61637285e-06            1.51860146e-14            1.59027441e-43
            9.81848309e+01            7.73625511e-04            7.79424054e-04            1.22703146e-04            3.32048268e-04            3.19271231e-04            5.40140878e-06            1.34291305e-14            1.07435178e-43
            9.85758085e+01            7.62688534e-04            7.68436894e-04            1.21419959e-04            3.28097832e-04            3.13725238e-04            5.19386514e-06            1.18696894e-14            7.24674031e-44
            9.89683431e+01            7.51875445e-04            7.57571695e-04            1.20145162e-04            3.24178943e-04            3.08254073e-04            4.99351700e-06            1.04861808e-14            4.88042836e-44
            9.93624407e+01            7.41185245e-04            7.46827538e-04            1.18878753e-04            3.20291537e-04            3.02857103e-04            4.80014510e-06            9.25936071e-15            3.28162935e-44
            9.97581076e+01            7.30616937e-04            7.36203507e-04            1.17620729e-04            3.16435546e-04            2.97533696e-04            4.61353583e-06            8.17202131e-15            2.20310265e-44
            1.00155350e+02            7.20169532e-04            7.25698687e-04            1.16371089e-04            3.12610898e-04            2.92283219e-04            4.43348106e-06            7.20878289e-15            1.47669506e-44
            1.00554174e+02            7.09842040e-04            7.15312170e-04            1.15129827e-04            3.08817524e-04            2.87105040e-04            4.25977804e-06            6.35590662e-15            9.88223221e-45
            1.00954587e+02            6.99633478e-04            7.05043047e-04            1.13896942e-04            3.05055350e-04            2.81998526e-04            4.09222933e-06            5.60112562e-15            6.60274726e-45
            1.01356594e+02            6.89542866e-04            6.94890416e-04            1.12672429e-04            3.01324300e-04            2.76963045e-04            3.93064265e-06            4.93349276e-15            4.40450303e-45
            1.01760202e+02            6.79569229e-04            6.84853375e-04            1.11456283e-04            2.97624299e-04            2.71997962e-04            3.77483079e-06            4.34324354e-15            2.93338453e-45
            1.02165417e+02            6.69711595e-04            6.74931026e-04            1.10248499e-04            2.93955268e-04            2.67102648e-04            3.62461151e-06            3.82167281e-15            1.95046488e-45
            1.02572245e+02            6.59968995e-04            6.65122475e-04            1.09049072e-04            2.90317127e-04            2.62276468e-04            3.47980746e-06            3.36102371e-15            1.29479654e-45
            1.02980694e+02            6.50340467e-04            6.55426830e-04            1.07857995e-04            2.86709795e-04            2.57518793e-04            3.34024604e-06            2.95438794e-15            8.58136498e-46
            1.03390769e+02            6.40825050e-04            6.45843201e-04            1.06675263e-04            2.83133189e-04            2.52828990e-04            3.20575930e-06            2.59561609e-15            5.67805821e-46
            1.03802477e+02            6.31421789e-04            6.36370704e-04            1.05500868e-04            2.79587223e-04            2.48206429e-04            3.07618391e-06            2.27923704e-15            3.75084484e-46
            1.04215824e+02            6.22129731e-04            6.27008455e-04            1.04334802e-04            2.76071812e-04            2.43650480e-04            2.95136095e-06            2.00038569e-15            2.47366740e-46
            1.04630818e+02            6.12947930e-04            6.17755575e-04            1.03177058e-04            2.72586867e-04            2.39160514e-04            2.83113593e-06            1.75473807e-15            1.62867191e-46
            1.05047463e+02            6.03875442e-04            6.08611187e-04            1.02027627e-04            2.69132299e-04            2.34735902e-04            2.71535860e-06            1.53845314e-15            1.07054057e-46
            1.05465768e+02            5.94911328e-04            5.99574417e-04            1.00886501e-04            2.65708016e-04            2.30376017e-04            2.60388294e-06            1.34812064e-15            7.02501091e-47
            1.05885739e+02            5.86054651e-04            5.90644394e-04            9.97536694e-05            2.62313926e-04            2.26080231e-04            2.49656698e-06            1.18071438e-15            4.60216658e-47
            1.06307382e+02            5.77304481e-04            5.81820250e-04            9.86291232e-05            2.58949935e-04            2.21847919e-04            2.39327280e-06            1.03355036e-15            3.00985950e-47
            1.06730704e+02            5.68659892e-04            5.73101120e-04            9.75128519e-05            2.55615946e-04            2.17678456e-04            2.29386636e-06            9.04249381e-16            1.96515023e-47
            1.07155712e+02            5.60119959e-04            5.64486143e-04            9.64048448e-05            2.52311862e-04            2.13571219e-04            2.19821746e-06            7.90703505e-16            1.28087872e-47
            1.07582412e+02            5.51683764e-04            5.55974459e-04            9.53050905e-05            2.49037584e-04            2.09525585e-04            2.10619965e-06            6.91046156e-16            8.33450951e-48
            1.08010812e+02            5.43350393e-04            5.47565212e-04            9.42135774e-05            2.45793012e-04            2.05540933e-04            2.01769012e-06            6.03625350e-16            5.41388368e-48
            1.08440917e+02            5.35118935e-04            5.39257549e-04            9.31302934e-05            2.42578044e-04            2.01616643e-04            1.93256965e-06            5.26979814e-16            3.51068345e-48
            1.08872735e+02            5.26988484e-04            5.31050621e-04            9.20552257e-05            2.39392576e-04            1.97752097e-04            1.85072248e-06            4.59817668e-16            2.27261218e-48
            1.09306272e+02            5.18958137e-04            5.22943579e-04            9.09883614e-05            2.36236503e-04            1.93946678e-04            1.77203627e-06            4.00997401e-16            1.46861146e-48
            1.09741536e+02            5.11026998e-04            5.14935580e-04            8.99296868e-05            2.33109720e-04            1.90199771e-04            1.69640200e-06            3.49510922e-16            9.47400090e-49
            1.10178533e+02            5.03194172e-04            5.07025782e-04            8.88791879e-05            2.30012117e-04            1.86510763e-04            1.62371391e-06            3.04468448e-16            6.10101164e-49
            1.10617270e+02            4.95458771e-04            4.99213347e-04            8.78368504e-05            2.26943587e-04            1.82879040e-04            1.55386939e-06            2.65085050e-16            3.92201444e-49
            1.11057755e+02            4.87819908e-04            4.91497440e-04            8.68026592e-05            2.23904019e-04            1.79303993e-04            1.48676892e-06            2.30668679e-16            2.51682139e-49
            1.11499993e+02            4.80276704e-04            4.83877229e-04            8.57765990e-05            2.20893299e-04            1.75785014e-04            1.42231600e-06            2.00609511e-16            1.61223533e-49
            1.11943992e+02            4.72828281e-04            4.76351884e-04            8.47586539e-05            2.17911316e-04            1.72321497e-04            1.36041707e-06            1.74370475e-16            1.03094203e-49
            1.12389760e+02            4.65473767e-04            4.68920579e-04            8.37488078e-05            2.14957955e-04            1.68912835e-04            1.30098144e-06            1.51478836e-16            6.58061925e-50
            1.12837302e+02            4.58212295e-04            4.61582492e-04            8.27470439e-05            2.12033098e-04            1.65558428e-04            1.24392121e-06            1.31518722e-16            4.19298116e-50
            1.13286627e+02            4.51043000e-04            4.54336801e-04            8.17533450e-05            2.09136630e-04            1.62257675e-04            1.18915121e-06            1.14124489e-16            2.66685618e-50
            1.13737741e+02            4.43965024e-04            4.47182690e-04            8.07676935e-05            2.06268430e-04            1.59009977e-04            1.13658892e-06            9.89748336e-17            1.69314329e-50
            1.14190651e+02            4.36977511e-04            4.40119344e-04            7.97900714e-05            2.03428380e-04            1.55814739e-04            1.08615442e-06            8.57875784e-17            1.07300599e-50
            1.14645365e+02            4.30079610e-04            4.33145953e-04            7.88204602e-05            2.00616357e-04            1.52671366e-04            1.03777029e-06            7.43150459e-17            6.78768639e-51
