# Zheleznyak (1982) absorption curve and two-stream fit
# Generated:  2026-05-05T08:42:07
# Command:    Zheleznyak.py --ngroups 8 --threshold 1E-6 --write-to-file zheleznyak
# ngroups=8,  n_kept=6,  threshold=1.0e-06
# lambda1 = 2.625223e-02 m^-1 Pa^-1,  lambda2 = 1.500128e+00 m^-1 Pa^-1
# RMS relative error = 0.484 %
# 
# Columns:
#   chi            : reduced path length p_O2*r  [Pa m]
#   K_zheleznyak   : Zheleznyak (1982) absorption function  [m^-1 Pa^-1]
#   K_twostream    : two-stream fit, integral-normalised to K_zheleznyak  [m^-1 Pa^-1]
#   group_1_kappa2.689e-02: group 1: kappa=2.6888e-02 m^-1 Pa^-1,  g=1.5808e-02  [m^-1 Pa^-1]
#   group_2_kappa3.061e-02: group 2: kappa=3.0612e-02 m^-1 Pa^-1,  g=5.4157e-02  [m^-1 Pa^-1]
#   group_3_kappa4.482e-02: group 3: kappa=4.4820e-02 m^-1 Pa^-1,  g=1.4351e-01  [m^-1 Pa^-1]
#   group_4_kappa1.002e-01: group 4: kappa=1.0021e-01 m^-1 Pa^-1,  g=2.4996e-01  [m^-1 Pa^-1]
#   group_5_kappa3.157e-01: group 5: kappa=3.1572e-01 m^-1 Pa^-1,  g=3.0500e-01  [m^-1 Pa^-1]
#   group_6_kappa1.007e+00: group 6: kappa=1.0071e+00 m^-1 Pa^-1,  g=2.3157e-01  [m^-1 Pa^-1]
#
#                      chi              K_zheleznyak               K_twostream    group_1_kappa2.689e-02    group_2_kappa3.061e-02    group_3_kappa4.482e-02    group_4_kappa1.002e-01    group_5_kappa3.157e-01    group_6_kappa1.007e+00
            5.83769332e-02            1.41008633e+00            1.40715873e+00            1.71680311e-03            6.69491750e-03            2.59524720e-02            1.00746261e-01            3.82443723e-01            8.89604555e-01
            5.86093934e-02            1.40983966e+00            1.40691975e+00            1.71679238e-03            6.69486986e-03            2.59522016e-02            1.00743914e-01            3.82415656e-01            8.89396315e-01
            5.88427794e-02            1.40959206e+00            1.40667987e+00            1.71678161e-03            6.69482203e-03            2.59519301e-02            1.00741558e-01            3.82387479e-01            8.89187294e-01
            5.90770947e-02            1.40934353e+00            1.40643908e+00            1.71677079e-03            6.69477401e-03            2.59516576e-02            1.00739192e-01            3.82359192e-01            8.88977491e-01
            5.93123431e-02            1.40909407e+00            1.40619738e+00            1.71675993e-03            6.69472580e-03            2.59513840e-02            1.00736817e-01            3.82330795e-01            8.88766902e-01
            5.95485283e-02            1.40884368e+00            1.40595478e+00            1.71674903e-03            6.69467739e-03            2.59511093e-02            1.00734433e-01            3.82302286e-01            8.88555525e-01
            5.97856539e-02            1.40859235e+00            1.40571126e+00            1.71673809e-03            6.69462880e-03            2.59508335e-02            1.00732039e-01            3.82273667e-01            8.88343356e-01
            6.00237238e-02            1.40834008e+00            1.40546683e+00            1.71672710e-03            6.69458001e-03            2.59505566e-02            1.00729636e-01            3.82244935e-01            8.88130394e-01
            6.02627417e-02            1.40808686e+00            1.40522147e+00            1.71671606e-03            6.69453103e-03            2.59502786e-02            1.00727223e-01            3.82216091e-01            8.87916635e-01
            6.05027114e-02            1.40783270e+00            1.40497520e+00            1.71670499e-03            6.69448185e-03            2.59499995e-02            1.00724801e-01            3.82187135e-01            8.87702076e-01
            6.07436367e-02            1.40757758e+00            1.40472800e+00            1.71669387e-03            6.69443248e-03            2.59497193e-02            1.00722369e-01            3.82158065e-01            8.87486716e-01
            6.09855213e-02            1.40732151e+00            1.40447986e+00            1.71668270e-03            6.69438291e-03            2.59494379e-02            1.00719927e-01            3.82128882e-01            8.87270550e-01
            6.12283692e-02            1.40706448e+00            1.40423080e+00            1.71667149e-03            6.69433314e-03            2.59491555e-02            1.00717476e-01            3.82099585e-01            8.87053576e-01
            6.14721840e-02            1.40680649e+00            1.40398080e+00            1.71666024e-03            6.69428318e-03            2.59488719e-02            1.00715015e-01            3.82070173e-01            8.86835792e-01
            6.17169698e-02            1.40654754e+00            1.40372986e+00            1.71664894e-03            6.69423302e-03            2.59485872e-02            1.00712545e-01            3.82040647e-01            8.86617195e-01
            6.19627303e-02            1.40628762e+00            1.40347797e+00            1.71663759e-03            6.69418266e-03            2.59483014e-02            1.00710064e-01            3.82011005e-01            8.86397781e-01
            6.22094694e-02            1.40602673e+00            1.40322514e+00            1.71662621e-03            6.69413209e-03            2.59480145e-02            1.00707574e-01            3.81981248e-01            8.86177548e-01
            6.24571911e-02            1.40576486e+00            1.40297136e+00            1.71661477e-03            6.69408133e-03            2.59477264e-02            1.00705074e-01            3.81951374e-01            8.85956493e-01
            6.27058992e-02            1.40550201e+00            1.40271663e+00            1.71660329e-03            6.69403037e-03            2.59474371e-02            1.00702564e-01            3.81921384e-01            8.85734613e-01
            6.29555977e-02            1.40523819e+00            1.40246094e+00            1.71659177e-03            6.69397920e-03            2.59471467e-02            1.00700044e-01            3.81891277e-01            8.85511906e-01
            6.32062905e-02            1.40497337e+00            1.40220430e+00            1.71658020e-03            6.69392783e-03            2.59468552e-02            1.00697514e-01            3.81861052e-01            8.85288368e-01
            6.34579816e-02            1.40470757e+00            1.40194669e+00            1.71656858e-03            6.69387626e-03            2.59465625e-02            1.00694975e-01            3.81830709e-01            8.85063997e-01
            6.37106749e-02            1.40444078e+00            1.40168811e+00            1.71655692e-03            6.69382448e-03            2.59462687e-02            1.00692425e-01            3.81800248e-01            8.84838789e-01
            6.39643745e-02            1.40417300e+00            1.40142857e+00            1.71654521e-03            6.69377249e-03            2.59459736e-02            1.00689865e-01            3.81769668e-01            8.84612743e-01
            6.42190843e-02            1.40390421e+00            1.40116805e+00            1.71653345e-03            6.69372030e-03            2.59456774e-02            1.00687294e-01            3.81738969e-01            8.84385854e-01
            6.44748083e-02            1.40363442e+00            1.40090655e+00            1.71652165e-03            6.69366790e-03            2.59453801e-02            1.00684714e-01            3.81708150e-01            8.84158121e-01
            6.47315507e-02            1.40336363e+00            1.40064408e+00            1.71650980e-03            6.69361529e-03            2.59450815e-02            1.00682124e-01            3.81677211e-01            8.83929539e-01
            6.49893155e-02            1.40309183e+00            1.40038062e+00            1.71649790e-03            6.69356248e-03            2.59447818e-02            1.00679523e-01            3.81646151e-01            8.83700107e-01
            6.52481067e-02            1.40281902e+00            1.40011618e+00            1.71648596e-03            6.69350945e-03            2.59444808e-02            1.00676912e-01            3.81614970e-01            8.83469821e-01
            6.55079284e-02            1.40254519e+00            1.39985075e+00            1.71647396e-03            6.69345621e-03            2.59441787e-02            1.00674290e-01            3.81583667e-01            8.83238679e-01
            6.57687847e-02            1.40227034e+00            1.39958432e+00            1.71646193e-03            6.69340276e-03            2.59438754e-02            1.00671659e-01            3.81552243e-01            8.83006676e-01
            6.60306797e-02            1.40199446e+00            1.39931689e+00            1.71644984e-03            6.69334910e-03            2.59435709e-02            1.00669017e-01            3.81520696e-01            8.82773812e-01
            6.62936177e-02            1.40171757e+00            1.39904847e+00            1.71643770e-03            6.69329523e-03            2.59432651e-02            1.00666364e-01            3.81489025e-01            8.82540082e-01
            6.65576027e-02            1.40143964e+00            1.39877904e+00            1.71642552e-03            6.69324114e-03            2.59429582e-02            1.00663701e-01            3.81457232e-01            8.82305483e-01
            6.68226389e-02            1.40116067e+00            1.39850860e+00            1.71641329e-03            6.69318683e-03            2.59426500e-02            1.00661027e-01            3.81425314e-01            8.82070013e-01
            6.70887305e-02            1.40088068e+00            1.39823716e+00            1.71640101e-03            6.69313232e-03            2.59423406e-02            1.00658343e-01            3.81393272e-01            8.81833668e-01
            6.73558816e-02            1.40059964e+00            1.39796470e+00            1.71638868e-03            6.69307758e-03            2.59420300e-02            1.00655648e-01            3.81361105e-01            8.81596446e-01
            6.76240966e-02            1.40031755e+00            1.39769122e+00            1.71637630e-03            6.69302263e-03            2.59417181e-02            1.00652943e-01            3.81328813e-01            8.81358344e-01
            6.78933796e-02            1.40003442e+00            1.39741672e+00            1.71636387e-03            6.69296745e-03            2.59414050e-02            1.00650226e-01            3.81296395e-01            8.81119358e-01
            6.81637350e-02            1.39975024e+00            1.39714119e+00            1.71635140e-03            6.69291206e-03            2.59410907e-02            1.00647499e-01            3.81263850e-01            8.80879486e-01
            6.84351669e-02            1.39946500e+00            1.39686464e+00            1.71633887e-03            6.69285645e-03            2.59407751e-02            1.00644762e-01            3.81231179e-01            8.80638724e-01
            6.87076796e-02            1.39917870e+00            1.39658705e+00            1.71632629e-03            6.69280062e-03            2.59404583e-02            1.00642013e-01            3.81198380e-01            8.80397070e-01
            6.89812775e-02            1.39889134e+00            1.39630843e+00            1.71631367e-03            6.69274457e-03            2.59401402e-02            1.00639254e-01            3.81165454e-01            8.80154520e-01
            6.92559649e-02            1.39860292e+00            1.39602876e+00            1.71630099e-03            6.69268829e-03            2.59398208e-02            1.00636483e-01            3.81132400e-01            8.79911071e-01
            6.95317462e-02            1.39831342e+00            1.39574806e+00            1.71628826e-03            6.69263179e-03            2.59395002e-02            1.00633702e-01            3.81099216e-01            8.79666721e-01
            6.98086256e-02            1.39802286e+00            1.39546631e+00            1.71627549e-03            6.69257506e-03            2.59391783e-02            1.00630910e-01            3.81065904e-01            8.79421466e-01
            7.00866075e-02            1.39773121e+00            1.39518351e+00            1.71626266e-03            6.69251811e-03            2.59388551e-02            1.00628107e-01            3.81032461e-01            8.79175303e-01
            7.03656964e-02            1.39743849e+00            1.39489965e+00            1.71624978e-03            6.69246094e-03            2.59385307e-02            1.00625292e-01            3.80998889e-01            8.78928229e-01
            7.06458966e-02            1.39714468e+00            1.39461474e+00            1.71623685e-03            6.69240353e-03            2.59382049e-02            1.00622467e-01            3.80965186e-01            8.78680242e-01
            7.09272126e-02            1.39684978e+00            1.39432877e+00            1.71622387e-03            6.69234590e-03            2.59378779e-02            1.00619630e-01            3.80931351e-01            8.78431337e-01
            7.12096489e-02            1.39655379e+00            1.39404173e+00            1.71621083e-03            6.69228804e-03            2.59375496e-02            1.00616782e-01            3.80897385e-01            8.78181512e-01
            7.14932098e-02            1.39625671e+00            1.39375362e+00            1.71619775e-03            6.69222995e-03            2.59372199e-02            1.00613923e-01            3.80863287e-01            8.77930763e-01
            7.17778998e-02            1.39595853e+00            1.39346444e+00            1.71618461e-03            6.69217163e-03            2.59368890e-02            1.00611052e-01            3.80829056e-01            8.77679089e-01
            7.20637235e-02            1.39565924e+00            1.39317419e+00            1.71617142e-03            6.69211307e-03            2.59365567e-02            1.00608171e-01            3.80794692e-01            8.77426484e-01
            7.23506854e-02            1.39535885e+00            1.39288285e+00            1.71615818e-03            6.69205429e-03            2.59362231e-02            1.00605277e-01            3.80760194e-01            8.77172947e-01
            7.26387900e-02            1.39505735e+00            1.39259044e+00            1.71614489e-03            6.69199527e-03            2.59358882e-02            1.00602373e-01            3.80725562e-01            8.76918474e-01
            7.29280418e-02            1.39475473e+00            1.39229693e+00            1.71613154e-03            6.69193601e-03            2.59355520e-02            1.00599457e-01            3.80690795e-01            8.76663061e-01
            7.32184455e-02            1.39445100e+00            1.39200234e+00            1.71611814e-03            6.69187652e-03            2.59352144e-02            1.00596529e-01            3.80655893e-01            8.76406707e-01
            7.35100055e-02            1.39414614e+00            1.39170665e+00            1.71610468e-03            6.69181680e-03            2.59348755e-02            1.00593590e-01            3.80620855e-01            8.76149407e-01
            7.38027266e-02            1.39384016e+00            1.39140986e+00            1.71609118e-03            6.69175684e-03            2.59345353e-02            1.00590639e-01            3.80585681e-01            8.75891159e-01
            7.40966132e-02            1.39353305e+00            1.39111197e+00            1.71607762e-03            6.69169663e-03            2.59341937e-02            1.00587676e-01            3.80550370e-01            8.75631959e-01
            7.43916702e-02            1.39322481e+00            1.39081298e+00            1.71606400e-03            6.69163619e-03            2.59338507e-02            1.00584702e-01            3.80514921e-01            8.75371803e-01
            7.46879021e-02            1.39291543e+00            1.39051287e+00            1.71605033e-03            6.69157551e-03            2.59335064e-02            1.00581716e-01            3.80479335e-01            8.75110690e-01
            7.49853136e-02            1.39260491e+00            1.39021166e+00            1.71603661e-03            6.69151459e-03            2.59331607e-02            1.00578718e-01            3.80443611e-01            8.74848615e-01
            7.52839094e-02            1.39229324e+00            1.38990932e+00            1.71602283e-03            6.69145343e-03            2.59328136e-02            1.00575709e-01            3.80407747e-01            8.74585576e-01
            7.55836943e-02            1.39198043e+00            1.38960587e+00            1.71600900e-03            6.69139202e-03            2.59324652e-02            1.00572687e-01            3.80371744e-01            8.74321568e-01
            7.58846729e-02            1.39166647e+00            1.38930129e+00            1.71599511e-03            6.69133037e-03            2.59321154e-02            1.00569654e-01            3.80335602e-01            8.74056590e-01
            7.61868500e-02            1.39135134e+00            1.38899558e+00            1.71598117e-03            6.69126847e-03            2.59317642e-02            1.00566608e-01            3.80299318e-01            8.73790637e-01
            7.64902304e-02            1.39103506e+00            1.38868874e+00            1.71596717e-03            6.69120633e-03            2.59314116e-02            1.00563551e-01            3.80262894e-01            8.73523707e-01
            7.67948189e-02            1.39071762e+00            1.38838076e+00            1.71595312e-03            6.69114394e-03            2.59310576e-02            1.00560481e-01            3.80226328e-01            8.73255795e-01
            7.71006202e-02            1.39039901e+00            1.38807164e+00            1.71593901e-03            6.69108131e-03            2.59307022e-02            1.00557399e-01            3.80189621e-01            8.72986900e-01
            7.74076393e-02            1.39007922e+00            1.38776138e+00            1.71592484e-03            6.69101842e-03            2.59303453e-02            1.00554305e-01            3.80152770e-01            8.72717017e-01
            7.77158810e-02            1.38975826e+00            1.38744997e+00            1.71591062e-03            6.69095529e-03            2.59299871e-02            1.00551199e-01            3.80115777e-01            8.72446143e-01
            7.80253501e-02            1.38943612e+00            1.38713741e+00            1.71589635e-03            6.69089190e-03            2.59296275e-02            1.00548081e-01            3.80078639e-01            8.72174275e-01
            7.83360515e-02            1.38911280e+00            1.38682369e+00            1.71588201e-03            6.69082826e-03            2.59292664e-02            1.00544950e-01            3.80041358e-01            8.71901410e-01
            7.86479901e-02            1.38878829e+00            1.38650882e+00            1.71586762e-03            6.69076437e-03            2.59289039e-02            1.00541807e-01            3.80003932e-01            8.71627544e-01
            7.89611709e-02            1.38846259e+00            1.38619278e+00            1.71585317e-03            6.69070023e-03            2.59285399e-02            1.00538652e-01            3.79966360e-01            8.71352674e-01
            7.92755989e-02            1.38813569e+00            1.38587557e+00            1.71583866e-03            6.69063583e-03            2.59281745e-02            1.00535484e-01            3.79928643e-01            8.71076797e-01
            7.95912788e-02            1.38780759e+00            1.38555719e+00            1.71582410e-03            6.69057118e-03            2.59278077e-02            1.00532303e-01            3.79890779e-01            8.70799909e-01
            7.99082159e-02            1.38747829e+00            1.38523764e+00            1.71580948e-03            6.69050626e-03            2.59274394e-02            1.00529110e-01            3.79852768e-01            8.70522007e-01
            8.02264150e-02            1.38714779e+00            1.38491691e+00            1.71579480e-03            6.69044110e-03            2.59270696e-02            1.00525905e-01            3.79814610e-01            8.70243088e-01
            8.05458811e-02            1.38681607e+00            1.38459499e+00            1.71578006e-03            6.69037567e-03            2.59266984e-02            1.00522686e-01            3.79776303e-01            8.69963147e-01
            8.08666195e-02            1.38648313e+00            1.38427189e+00            1.71576526e-03            6.69030998e-03            2.59263257e-02            1.00519455e-01            3.79737848e-01            8.69682183e-01
            8.11886350e-02            1.38614898e+00            1.38394759e+00            1.71575041e-03            6.69024403e-03            2.59259515e-02            1.00516212e-01            3.79699244e-01            8.69400191e-01
            8.15119328e-02            1.38581361e+00            1.38362210e+00            1.71573549e-03            6.69017782e-03            2.59255758e-02            1.00512955e-01            3.79660489e-01            8.69117169e-01
            8.18365180e-02            1.38547700e+00            1.38329541e+00            1.71572052e-03            6.69011134e-03            2.59251987e-02            1.00509685e-01            3.79621585e-01            8.68833112e-01
            8.21623957e-02            1.38513917e+00            1.38296752e+00            1.71570548e-03            6.69004461e-03            2.59248200e-02            1.00506403e-01            3.79582529e-01            8.68548017e-01
            8.24895710e-02            1.38480009e+00            1.38263842e+00            1.71569039e-03            6.68997760e-03            2.59244399e-02            1.00503108e-01            3.79543323e-01            8.68261881e-01
            8.28180492e-02            1.38445978e+00            1.38230811e+00            1.71567524e-03            6.68991033e-03            2.59240582e-02            1.00499799e-01            3.79503964e-01            8.67974700e-01
            8.31478354e-02            1.38411823e+00            1.38197658e+00            1.71566002e-03            6.68984280e-03            2.59236750e-02            1.00496478e-01            3.79464452e-01            8.67686472e-01
            8.34789349e-02            1.38377543e+00            1.38164383e+00            1.71564475e-03            6.68977499e-03            2.59232903e-02            1.00493144e-01            3.79424787e-01            8.67397192e-01
            8.38113528e-02            1.38343137e+00            1.38130986e+00            1.71562941e-03            6.68970692e-03            2.59229041e-02            1.00489796e-01            3.79384969e-01            8.67106857e-01
            8.41450944e-02            1.38308606e+00            1.38097466e+00            1.71561402e-03            6.68963857e-03            2.59225164e-02            1.00486435e-01            3.79344996e-01            8.66815463e-01
            8.44801650e-02            1.38273949e+00            1.38063823e+00            1.71559856e-03            6.68956996e-03            2.59221271e-02            1.00483061e-01            3.79304868e-01            8.66523008e-01
            8.48165699e-02            1.38239165e+00            1.38030057e+00            1.71558304e-03            6.68950107e-03            2.59217362e-02            1.00479673e-01            3.79264585e-01            8.66229488e-01
            8.51543143e-02            1.38204255e+00            1.37996166e+00            1.71556746e-03            6.68943191e-03            2.59213438e-02            1.00476272e-01            3.79224145e-01            8.65934899e-01
            8.54934037e-02            1.38169217e+00            1.37962151e+00            1.71555182e-03            6.68936247e-03            2.59209499e-02            1.00472858e-01            3.79183549e-01            8.65639237e-01
            8.58338433e-02            1.38134052e+00            1.37928011e+00            1.71553612e-03            6.68929276e-03            2.59205544e-02            1.00469430e-01            3.79142796e-01            8.65342500e-01
            8.61756386e-02            1.38098758e+00            1.37893746e+00            1.71552035e-03            6.68922277e-03            2.59201573e-02            1.00465989e-01            3.79101885e-01            8.65044683e-01
            8.65187949e-02            1.38063336e+00            1.37859355e+00            1.71550452e-03            6.68915250e-03            2.59197587e-02            1.00462534e-01            3.79060815e-01            8.64745784e-01
            8.68633177e-02            1.38027785e+00            1.37824838e+00            1.71548863e-03            6.68908195e-03            2.59193584e-02            1.00459066e-01            3.79019586e-01            8.64445798e-01
            8.72092124e-02            1.37992105e+00            1.37790194e+00            1.71547268e-03            6.68901113e-03            2.59189566e-02            1.00455583e-01            3.78978198e-01            8.64144722e-01
            8.75564845e-02            1.37956294e+00            1.37755424e+00            1.71545666e-03            6.68894002e-03            2.59185532e-02            1.00452087e-01            3.78936649e-01            8.63842553e-01
            8.79051394e-02            1.37920354e+00            1.37720526e+00            1.71544058e-03            6.68886863e-03            2.59181482e-02            1.00448578e-01            3.78894939e-01            8.63539287e-01
            8.82551827e-02            1.37884283e+00            1.37685501e+00            1.71542443e-03            6.68879696e-03            2.59177416e-02            1.00445054e-01            3.78853068e-01            8.63234921e-01
            8.86066199e-02            1.37848081e+00            1.37650347e+00            1.71540822e-03            6.68872500e-03            2.59173333e-02            1.00441517e-01            3.78811035e-01            8.62929450e-01
            8.89594566e-02            1.37811747e+00            1.37615064e+00            1.71539195e-03            6.68865275e-03            2.59169235e-02            1.00437965e-01            3.78768839e-01            8.62622872e-01
            8.93136982e-02            1.37775282e+00            1.37579653e+00            1.71537561e-03            6.68858022e-03            2.59165120e-02            1.00434400e-01            3.78726480e-01            8.62315182e-01
            8.96693505e-02            1.37738684e+00            1.37544112e+00            1.71535920e-03            6.68850740e-03            2.59160989e-02            1.00430820e-01            3.78683957e-01            8.62006378e-01
            9.00264190e-02            1.37701953e+00            1.37508441e+00            1.71534274e-03            6.68843429e-03            2.59156841e-02            1.00427226e-01            3.78641269e-01            8.61696455e-01
            9.03849093e-02            1.37665089e+00            1.37472640e+00            1.71532620e-03            6.68836090e-03            2.59152677e-02            1.00423618e-01            3.78598416e-01            8.61385410e-01
            9.07448272e-02            1.37628091e+00            1.37436708e+00            1.71530960e-03            6.68828721e-03            2.59148497e-02            1.00419996e-01            3.78555398e-01            8.61073240e-01
            9.11061783e-02            1.37590960e+00            1.37400645e+00            1.71529293e-03            6.68821322e-03            2.59144300e-02            1.00416360e-01            3.78512213e-01            8.60759940e-01
            9.14689684e-02            1.37553694e+00            1.37364450e+00            1.71527620e-03            6.68813895e-03            2.59140086e-02            1.00412709e-01            3.78468861e-01            8.60445507e-01
            9.18332030e-02            1.37516292e+00            1.37328123e+00            1.71525940e-03            6.68806438e-03            2.59135856e-02            1.00409044e-01            3.78425342e-01            8.60129938e-01
            9.21988881e-02            1.37478756e+00            1.37291664e+00            1.71524254e-03            6.68798951e-03            2.59131609e-02            1.00405364e-01            3.78381654e-01            8.59813229e-01
            9.25660294e-02            1.37441084e+00            1.37255072e+00            1.71522561e-03            6.68791434e-03            2.59127345e-02            1.00401670e-01            3.78337797e-01            8.59495376e-01
            9.29346326e-02            1.37403275e+00            1.37218346e+00            1.71520861e-03            6.68783888e-03            2.59123064e-02            1.00397961e-01            3.78293771e-01            8.59176375e-01
            9.33047036e-02            1.37365330e+00            1.37181487e+00            1.71519154e-03            6.68776312e-03            2.59118766e-02            1.00394238e-01            3.78249574e-01            8.58856223e-01
            9.36762483e-02            1.37327247e+00            1.37144493e+00            1.71517440e-03            6.68768705e-03            2.59114451e-02            1.00390500e-01            3.78205207e-01            8.58534916e-01
            9.40492725e-02            1.37289027e+00            1.37107365e+00            1.71515720e-03            6.68761069e-03            2.59110119e-02            1.00386747e-01            3.78160669e-01            8.58212451e-01
            9.44237821e-02            1.37250669e+00            1.37070101e+00            1.71513993e-03            6.68753402e-03            2.59105770e-02            1.00382980e-01            3.78115958e-01            8.57888824e-01
            9.47997830e-02            1.37212173e+00            1.37032702e+00            1.71512259e-03            6.68745704e-03            2.59101403e-02            1.00379197e-01            3.78071075e-01            8.57564030e-01
            9.51772812e-02            1.37173537e+00            1.36995167e+00            1.71510518e-03            6.68737977e-03            2.59097019e-02            1.00375400e-01            3.78026018e-01            8.57238067e-01
            9.55562826e-02            1.37134763e+00            1.36957496e+00            1.71508770e-03            6.68730218e-03            2.59092618e-02            1.00371588e-01            3.77980787e-01            8.56910931e-01
            9.59367932e-02            1.37095848e+00            1.36919687e+00            1.71507015e-03            6.68722429e-03            2.59088200e-02            1.00367760e-01            3.77935382e-01            8.56582617e-01
            9.63188190e-02            1.37056793e+00            1.36881742e+00            1.71505254e-03            6.68714608e-03            2.59083764e-02            1.00363918e-01            3.77889801e-01            8.56253123e-01
            9.67023660e-02            1.37017598e+00            1.36843658e+00            1.71503485e-03            6.68706757e-03            2.59079310e-02            1.00360060e-01            3.77844044e-01            8.55922444e-01
            9.70874404e-02            1.36978261e+00            1.36805436e+00            1.71501709e-03            6.68698874e-03            2.59074838e-02            1.00356187e-01            3.77798111e-01            8.55590577e-01
            9.74740482e-02            1.36938783e+00            1.36767076e+00            1.71499927e-03            6.68690961e-03            2.59070349e-02            1.00352299e-01            3.77752000e-01            8.55257517e-01
            9.78621954e-02            1.36899163e+00            1.36728576e+00            1.71498137e-03            6.68683015e-03            2.59065842e-02            1.00348396e-01            3.77705711e-01            8.54923262e-01
            9.82518883e-02            1.36859400e+00            1.36689937e+00            1.71496340e-03            6.68675038e-03            2.59061318e-02            1.00344477e-01            3.77659244e-01            8.54587807e-01
            9.86431329e-02            1.36819495e+00            1.36651158e+00            1.71494536e-03            6.68667030e-03            2.59056775e-02            1.00340543e-01            3.77612597e-01            8.54251149e-01
            9.90359355e-02            1.36779446e+00            1.36612239e+00            1.71492724e-03            6.68658990e-03            2.59052214e-02            1.00336593e-01            3.77565771e-01            8.53913284e-01
            9.94303023e-02            1.36739253e+00            1.36573178e+00            1.71490906e-03            6.68650918e-03            2.59047636e-02            1.00332628e-01            3.77518764e-01            8.53574208e-01
            9.98262395e-02            1.36698916e+00            1.36533976e+00            1.71489080e-03            6.68642813e-03            2.59043039e-02            1.00328647e-01            3.77471575e-01            8.53233917e-01
            1.00223753e-01            1.36658434e+00            1.36494632e+00            1.71487247e-03            6.68634677e-03            2.59038423e-02            1.00324650e-01            3.77424205e-01            8.52892407e-01
            1.00622850e-01            1.36617806e+00            1.36455146e+00            1.71485407e-03            6.68626508e-03            2.59033790e-02            1.00320638e-01            3.77376652e-01            8.52549675e-01
            1.01023536e-01            1.36577034e+00            1.36415517e+00            1.71483559e-03            6.68618307e-03            2.59029138e-02            1.00316609e-01            3.77328916e-01            8.52205717e-01
            1.01425817e-01            1.36536115e+00            1.36375745e+00            1.71481705e-03            6.68610073e-03            2.59024468e-02            1.00312565e-01            3.77280995e-01            8.51860528e-01
            1.01829701e-01            1.36495049e+00            1.36335830e+00            1.71479842e-03            6.68601807e-03            2.59019779e-02            1.00308505e-01            3.77232890e-01            8.51514106e-01
            1.02235193e-01            1.36453837e+00            1.36295770e+00            1.71477973e-03            6.68593508e-03            2.59015072e-02            1.00304429e-01            3.77184600e-01            8.51166446e-01
            1.02642299e-01            1.36412476e+00            1.36255565e+00            1.71476096e-03            6.68585176e-03            2.59010346e-02            1.00300337e-01            3.77136123e-01            8.50817544e-01
            1.03051027e-01            1.36370968e+00            1.36215216e+00            1.71474211e-03            6.68576811e-03            2.59005601e-02            1.00296229e-01            3.77087460e-01            8.50467397e-01
            1.03461382e-01            1.36329312e+00            1.36174721e+00            1.71472319e-03            6.68568412e-03            2.59000837e-02            1.00292104e-01            3.77038609e-01            8.50116001e-01
            1.03873371e-01            1.36287506e+00            1.36134079e+00            1.71470420e-03            6.68559980e-03            2.58996055e-02            1.00287963e-01            3.76989570e-01            8.49763351e-01
            1.04287000e-01            1.36245552e+00            1.36093292e+00            1.71468513e-03            6.68551515e-03            2.58991253e-02            1.00283806e-01            3.76940342e-01            8.49409445e-01
            1.04702277e-01            1.36203447e+00            1.36052357e+00            1.71466598e-03            6.68543016e-03            2.58986433e-02            1.00279633e-01            3.76890925e-01            8.49054277e-01
            1.05119208e-01            1.36161192e+00            1.36011276e+00            1.71464676e-03            6.68534484e-03            2.58981594e-02            1.00275443e-01            3.76841317e-01            8.48697844e-01
            1.05537798e-01            1.36118786e+00            1.35970046e+00            1.71462746e-03            6.68525917e-03            2.58976735e-02            1.00271237e-01            3.76791519e-01            8.48340143e-01
            1.05958056e-01            1.36076229e+00            1.35928668e+00            1.71460808e-03            6.68517317e-03            2.58971857e-02            1.00267014e-01            3.76741528e-01            8.47981168e-01
            1.06379987e-01            1.36033521e+00            1.35887141e+00            1.71458863e-03            6.68508683e-03            2.58966960e-02            1.00262774e-01            3.76691346e-01            8.47620918e-01
            1.06803598e-01            1.35990660e+00            1.35845465e+00            1.71456910e-03            6.68500014e-03            2.58962043e-02            1.00258518e-01            3.76640970e-01            8.47259386e-01
            1.07228896e-01            1.35947646e+00            1.35803639e+00            1.71454950e-03            6.68491310e-03            2.58957107e-02            1.00254245e-01            3.76590400e-01            8.46896570e-01
            1.07655888e-01            1.35904480e+00            1.35761663e+00            1.71452981e-03            6.68482573e-03            2.58952151e-02            1.00249955e-01            3.76539636e-01            8.46532466e-01
            1.08084580e-01            1.35861160e+00            1.35719536e+00            1.71451005e-03            6.68473800e-03            2.58947175e-02            1.00245648e-01            3.76488677e-01            8.46167069e-01
            1.08514979e-01            1.35817685e+00            1.35677258e+00            1.71449021e-03            6.68464993e-03            2.58942180e-02            1.00241325e-01            3.76437521e-01            8.45800376e-01
            1.08947092e-01            1.35774056e+00            1.35634828e+00            1.71447029e-03            6.68456151e-03            2.58937165e-02            1.00236984e-01            3.76386169e-01            8.45432382e-01
            1.09380925e-01            1.35730273e+00            1.35592247e+00            1.71445029e-03            6.68447273e-03            2.58932131e-02            1.00232626e-01            3.76334620e-01            8.45063085e-01
            1.09816486e-01            1.35686333e+00            1.35549512e+00            1.71443021e-03            6.68438361e-03            2.58927076e-02            1.00228251e-01            3.76282872e-01            8.44692479e-01
